"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Xkr4",60.1749087908307,0.0895831133659336,0.144509049249701,0.619913519817991,0.53531472424199,0.996408191985996
"Gm19938",110.445453149557,0.347203411086904,0.256712642213937,1.35249829573081,0.176215963614272,0.979002130917005
"Gm10568",0.0211466388257989,0.199559641410981,2.95661270345986,0.0674960373326726,0.946186816583909,0.996408191985996
"Rp1",0.3201881229106,0.452374811948842,1.15579084670878,0.391398507123517,0.695502695631171,0.996408191985996
"Sox17",202.075739913764,0.000802247105789139,0.0861201090613333,0.00931544461024535,0.992567458064871,0.997868235304639
"Mrpl15",566.626969285272,-0.0425187936465847,0.0523543920355296,-0.812134225868385,0.416714616038335,0.996408191985996
"Lypla1",210.025024108002,-0.0840991703278498,0.0689398578531539,-1.21989184409092,0.222505878025862,0.988136273424552
"Gm19860",0.816217044634669,-0.611314510576731,0.865069931221166,-0.706664846983845,0.47977477996371,0.996408191985996
"Tcea1",1023.68643915812,-0.0339760217826328,0.0295990352963433,-1.1478759845538,0.251019763547019,0.996408191985996
"Rgs20",1183.27456696238,0.100387343722415,0.0464939288806311,2.15914950917893,0.030838569724385,0.97283866098837
"Atp6v1h",2663.6289578249,-0.0186701512677678,0.0331513805616361,-0.563178695772736,0.573313208325952,0.996408191985996
"Oprk1",222.76078170278,-0.0837812768854461,0.098922367607135,-0.846939665032878,0.397028752221965,0.996408191985996
"Npbwr1",29.7199394019446,0.0347515369021953,0.125794172304655,0.276257129130211,0.782350581049175,0.996408191985996
"Rb1cc1",749.923288473339,-0.114336217865817,0.0545427365125021,-2.09626845253005,0.0360583836172291,0.97283866098837
"Fam150a",2.25854572468513,0.26474424002997,0.547114452244742,0.483891878461184,0.628462604492479,0.996408191985996
"St18",98.9333675869885,-0.209515507562949,0.102250656275931,-2.04903826727093,0.0404583731349671,0.97283866098837
"Pcmtd1",1721.40596306353,-0.053522821380889,0.0368387998521971,-1.45289264567876,0.146253563200202,0.977028967230186
"Sntg1",168.622987978159,-0.0239577682971602,0.0715024543766731,-0.335062180816218,0.737578180843121,0.996408191985996
"Rrs1",576.370876493314,0.0434372816153364,0.0392689558734787,1.10614811749229,0.26866241487459,0.996408191985996
"Adhfe1",331.180149785487,0.0151310264999602,0.0485224538918874,0.311835558310254,0.7551654989106,0.996408191985996
"2610203C22Rik",7.37131374619954,0.111489444835517,0.307797922086843,0.362216366113288,0.717190350385176,0.996408191985996
"3110035E14Rik",2124.45106546182,-0.0364802243969809,0.109366310276515,-0.333559981174701,0.738711620638943,0.996408191985996
"Mybl1",10.395202990834,0.125431535495068,0.229993663654226,0.545369526717233,0.585499394593134,0.996408191985996
"Vcpip1",399.017466522475,0.00501250951040406,0.0625506484455532,0.0801352125832423,0.936129717198509,0.996408191985996
"1700034P13Rik",2.83682647174098,0.394510246303222,0.38904434521212,1.01404955799608,0.310559105461724,0.996408191985996
"Sgk3",275.529808604546,-0.129006061638525,0.0646850574760689,-1.99437191017806,0.0461114259190427,0.97283866098837
"Gm6195",0.953585076399243,0.67570437116621,0.625924974354364,1.07952933474686,0.2803518239789,0.996408191985996
"6030422M02Rik",2.82792808895195,-0.485266436702427,0.362280066105873,-1.33947871302588,0.180414879792198,0.980747411737533
"Snhg6",250.914049435637,-0.0880376720951419,0.0942995112911778,-0.933596270963689,0.350512189613698,0.996408191985996
"Snord87",0.720597509631781,0.277578458237748,0.798451151680192,0.347646136715609,0.728105952846533,0.996408191985996
"Gm10567",4.32674361496804,0.461409749616374,0.308997243692552,1.49324875556324,0.135372083995186,0.973813084419331
"Tcf24",0.717816057024401,0.204050274146513,0.908945092858938,0.22449130948571,0.822375028393554,0.996408191985996
"Ppp1r42",9.76468379799832,-0.47374669396274,0.249748807439925,-1.89689271720225,0.0578420988453123,0.97283866098837
"Cops5",1484.70500039518,-0.0252801106799957,0.0383906366817242,-0.658496781118252,0.510218964723923,0.996408191985996
"Cspp1",322.326665278628,-0.17438844483838,0.110639079446696,-1.57619211684057,0.114981534728924,0.97283866098837
"Arfgef1",1084.28328433299,-0.0818968757631949,0.0403689202585429,-2.02871107868841,0.0424877268205136,0.97283866098837
"Cpa6",8.11344726735583,-0.134068133472913,0.222697997167231,-0.602017688431372,0.54716236317847,0.996408191985996
"Prex2",423.453505317183,-0.007853491304039,0.0673727175111754,-0.116567827366268,0.907202533913451,0.996408191985996
"A830018L16Rik",740.574344469282,-0.0367973677115857,0.0621441449695049,-0.592129278303576,0.553764022504777,0.996408191985996
"4932411L15",0.0204121663306332,-0.0889762138856559,2.95661270345986,-0.0300939699614816,0.975992109828217,0.996408191985996
"Sulf1",320.947666867786,-0.14042843029175,0.0892402090267272,-1.57360041872708,0.115579856397492,0.97283866098837
"Slco5a1",114.164778759653,-0.0470160300270052,0.113202967592106,-0.415325066357039,0.677903953730753,0.996408191985996
"Prdm14",0.16997088669491,0.199568414371191,2.03339240219883,0.0981455493565263,0.921816718936085,0.996408191985996
"Ncoa2",834.21422663431,-0.0668379401407656,0.0579040342217221,-1.15428814311684,0.248382055941181,0.996408191985996
"Tram1",435.639197267545,-0.0301093788891792,0.0454049810562351,-0.663129423000706,0.507247667978881,0.996408191985996
"Lactb2",159.361194844322,-0.0535042954927863,0.0847841633576372,-0.63106473395384,0.527998198774516,0.996408191985996
"Xkr9",0.0242079873890269,-0.0889749527508327,2.95661270345986,-0.0300935434142975,0.975992450009555,0.996408191985996
"Gm5523",1.08025398018411,0.370079689742341,0.631970648765889,0.585596325501875,0.558146818243134,0.996408191985996
"Eya1",104.569317309741,-0.133252591159689,0.0782914043938956,-1.70200793038883,0.0887538816519132,0.97283866098837
"Msc",38.2471629767821,0.0569024270733693,0.110383324163214,0.51549840072974,0.60620478686283,0.996408191985996
"Trpa1",1.26870468607663,-0.576476687511314,0.579929985487904,-0.994045319154026,0.320200804541457,0.996408191985996
"Kcnb2",36.3082954429624,-0.0941145379341317,0.124220588683518,-0.757640411557791,0.44866628072428,0.996408191985996
"Terf1",165.630278088857,0.056276897293073,0.0501962707292287,1.12113701825868,0.262229543551352,0.996408191985996
"Gm106",16.3219240032286,0.0149353907966637,0.172292131792028,0.0866864356562261,0.930920758605266,0.996408191985996
"Gm7634",0,NA,NA,NA,NA,NA
"4930444P10Rik",12.6281809106194,-0.436694951112632,0.211199612735422,-2.06768821901059,0.0386693504328281,0.97283866098837
"Rpl7",6401.36250063407,0.0814384454694806,0.0657879489304499,1.23789306086402,0.215755715654039,0.98744211981788
"Rdh10",230.026553653858,0.0107919207745143,0.0581055324847333,0.185729659690318,0.852656767916302,0.996408191985996
"Stau2",1735.37553338668,0.0986472305674629,0.105439839178136,0.935578348149821,0.349490326763053,0.996408191985996
"Ube2w",905.998811003509,-0.00591806983796053,0.0458112788687495,-0.129183685417645,0.897212305184337,0.996408191985996
"Tceb1",1331.42871062164,-0.00362747845434805,0.0334073315740806,-0.108583304425381,0.913533003584983,0.996408191985996
"D030040B21Rik",0.437303297282327,-0.373384824245668,1.07865424083533,-0.346158027392087,0.729223956276574,0.996408191985996
"Tmem70",659.927108049718,-0.0167614870667666,0.0479503358858295,-0.349559325437801,0.726669440894869,0.996408191985996
"Ly96",15.4858346905152,0.135668165794153,0.171933381829973,0.789074025940563,0.430068741942436,0.996408191985996
"Jph1",289.391474340974,-0.0688327972785476,0.0583701562706077,-1.17924641077599,0.238300070390952,0.993769249198319
"Gdap1",1296.34369033006,-0.0748922512159707,0.0492212866580013,-1.52154192425598,0.128123898866088,0.972871989476536
"Pi15",10.3941245173971,0.244916567301547,0.205944908109462,1.18923341950931,0.234347827045837,0.991271698173611
"Crispld1",45.9769156547729,-0.0850702804906708,0.103281907363823,-0.823670695691171,0.410126694514107,0.996408191985996
"Crisp4",0,NA,NA,NA,NA,NA
"Defb44-ps",0,NA,NA,NA,NA,NA
"Defb18",0,NA,NA,NA,NA,NA
"Defb41",0.0242079873890269,-0.0889749527508327,2.95661270345986,-0.0300935434142975,0.975992450009555,0.996408191985996
"Gm15386",0,NA,NA,NA,NA,NA
"Tfap2d",2.7983918092873,0.292530931853809,0.556090238192164,0.526049392279965,0.598853889598663,0.996408191985996
"Tfap2b",11.3843815002128,0.0961089138797776,0.225023631689619,0.427105869539708,0.669302217990743,0.996408191985996
"Pkhd1",0.790932234261828,-0.423341944617204,0.779697020162983,-0.54295698671352,0.587159418140813,0.996408191985996
"4930486I03Rik",0.172155134681287,-0.666045019776588,2.0205614666454,-0.329633634398848,0.741676805191362,0.996408191985996
"Mir206",0,NA,NA,NA,NA,NA
"Mir133b",0,NA,NA,NA,NA,NA
"Il17a",0,NA,NA,NA,NA,NA
