NAME	TITLE	SCORE	
Zic2		0.4408026	
Prkag3		0.4402849	
Ogn		0.44021273	
Emp3		0.44014654	
1700119H24Rik		0.4399745	
Zfp655		0.4398473	
Rps6ka4		0.43984234	
4921513I03Rik		0.4397261	
Timd2		0.43972358	
Arhgef37		0.43964744	
Trap1		0.4396406	
B230323A14Rik		0.43961608	
Prdm12		0.43933162	
Fam81b		0.43909207	
Spast		0.4390005	
Bpifb6		0.43889815	
Gm884		0.43874827	
Gm8579		0.4387376	
4930519D14Rik		0.4387376	
Fabp9		0.4387376	
Entpd8		0.43873346	
Topaz1		0.43872932	
Nol9		0.43866694	
Cmtm4		0.43866032	
Snx20		0.4384285	
Fzd7		0.43828306	
Zbtb26		0.4382264	
Mir7004		0.43813366	
Ppm1h		0.43790618	
Pwwp2b		0.43781495	
Gm35206		0.4374844	
Mir369		0.43744895	
Acacb		0.43740508	
Isg20		0.43721673	
Spaca7		0.43710685	
Ovol2		0.43704963	
Thrb		0.43682927	
Gm14827		0.4367895	
Ccl7		0.43661588	
Mir7008		0.43655366	
Mir1271		0.43602073	
Bgn		0.43593925	
Abi2		0.43543446	
Cxcr4		0.4353215	
Inpp5b		0.43529585	
Pcgf1		0.43526554	
Otor		0.43450454	
Tex264		0.43400708	
Kars		0.43393356	
4930563E18Rik		0.43389016	
Cps1		0.43363905	
Xkr5		0.43343794	
Abca4		0.43306923	
Iqgap1		0.43294942	
Ttc39c		0.4329312	
9230116L04Rik		0.4328629	
Gm30223		0.43271297	
Pramel1		0.4327091	
Pex3		0.43246317	
Dse		0.43210545	
Mir7688		0.43192422	
Tmem174		0.4317773	
Psmb8		0.43170363	
Casd1		0.43167567	
Oma1		0.43136096	
Sgo2b		0.43118852	
Parva		0.4311336	
Snora78		0.43092987	
Dazl		0.43059978	
Sim1		0.43056518	
Gatb		0.4305342	
Scrn2		0.4304454	
Lama1		0.4303738	
Mtnr1a		0.43016872	
Gm51425		0.43011346	
Ctla2a		0.4300645	
4930520O04Rik		0.42992762	
Fmo2		0.42988804	
Lhx6		0.4297995	
Mir411		0.4297324	
Ywhah		0.42969713	
Gdap2		0.42957088	
Eno3		0.4295612	
Tgtp1		0.4286194	
Pon1		0.42858887	
Foxe3		0.42849666	
Mir465c-1		0.42849383	
Mir465c-2		0.42849383	
4930543N07Rik		0.42849383	
2900092C05Rik		0.42849383	
Phox2b		0.42849383	
1810018F18Rik		0.42849383	
Ofcc1		0.42849383	
Ifngas1		0.4284856	
1700028B04Rik		0.42836356	
6430550D23Rik		0.42835158	
Mhrt		0.42832246	
Galnt16		0.42812935	
Prss41		0.42808273	
Stk26		0.4279059	
Tlr6		0.42786	
Mir453		0.42756546	
Sprn		0.4270398	
Pfn3		0.42699653	
Snhg12		0.42689648	
Sh3d21		0.4267585	
Pgap1		0.42661732	
Efna1		0.42650932	
Cxxc4		0.4261014	
Fam163b		0.4260803	
Prss12		0.42602918	
AW112010		0.42584848	
Kpna3		0.42561355	
Ndufs8		0.42556858	
Glrx		0.42549583	
Mkx		0.42549324	
4930524O08Rik		0.4252435	
Rbmx2		0.4248513	
Mir34a		0.42469534	
S100a16		0.42467326	
4930445N18Rik		0.42430964	
Bmp8b		0.42427632	
Smc3		0.42398384	
Ak5		0.42394066	
Pnldc1		0.4238696	
Septin1		0.423726	
Mir7087		0.42368448	
Ccl28		0.42341533	
Farp2		0.42315277	
Phkg2		0.4231015	
Etfdh		0.42298576	
Lvrn		0.4229291	
Ahr		0.42274192	
Gpatch3		0.42249137	
Dnal1		0.42239106	
Pafah1b1		0.42230967	
Prom2		0.4222456	
Ssbp2		0.4222282	
Ccdc138		0.4221057	
Nfxl1		0.42172682	
Ucn3		0.42169505	
Adam9		0.4216666	
Cabp7		0.42164558	
Tnfaip8l3		0.4214172	
Alad		0.4211403	
Mylk3		0.42099744	
Kif7		0.42073256	
Pkdcc		0.42065337	
Rpl31		0.4203822	
Sp100		0.4202567	
Lypd6		0.42009592	
Cul4a		0.41991246	
Gm2897		0.41951242	
Itga10		0.41951007	
Nbl1		0.41949904	
Scarna6		0.41941816	
Fap		0.4193818	
Nop53		0.41931474	
Bves		0.4185479	
Kcnk15		0.4184961	
Ulk2		0.418437	
Socs5		0.41836634	
Tnfsf12		0.41831484	
Rrp1		0.41812715	
Syde2		0.41805944	
G6pc3		0.41785693	
Gpr75		0.4176805	
Zfyve16		0.4176648	
Pi15		0.41683635	
1700060C20Rik		0.41651186	
Myl4		0.41648725	
H3f3a		0.41632757	
Trdmt1		0.41626036	
Sebox		0.41618136	
Pttg1ip		0.4160502	
Zfp746		0.41574377	
Ankdd1b		0.4157049	
Zbtb44		0.41536734	
Mpzl1		0.41535524	
Mir3108		0.4153217	
Mir708		0.4153217	
Sel1l2		0.4153217	
Il13		0.4151665	
4930486F22Rik		0.41480514	
1600029O15Rik		0.41467586	
Gm19935		0.41466537	
D330050G23Rik		0.41449854	
Ephx4		0.41442344	
Iigp1		0.4140674	
Upk1b		0.4140351	
Spc25		0.41398922	
Sfxn4		0.4138857	
Gpd1l		0.41356826	
Trpv4		0.4134193	
Lppos		0.4130368	
Smim19		0.4130133	
Rbks		0.4129896	
Ssbp1		0.4129344	
D730045A05Rik		0.4128462	
Tank		0.41272914	
Rpl34-ps1		0.4126745	
Kantr		0.41242865	
Mir7058		0.412253	
Cd151		0.41224727	
Ednrb		0.4119015	
Mon2		0.41163427	
Kcns1		0.41155612	
Ddc		0.41132972	
Cant1		0.4112728	
Mgme1		0.41093004	
Mageb16		0.41084686	
Tmem141		0.41078454	
Six6		0.4107713	
Ulbp1		0.4104694	
Msrb2		0.41039145	
A330009N23Rik		0.40997604	
Sun3		0.40995818	
Clca3a1		0.4097232	
Colca2		0.40964967	
Pycr1		0.40957758	
Mir370		0.40945607	
Kdm8		0.40909958	
Cdk5rap3		0.4090966	
Bzw2		0.40908808	
Chrnb3		0.4088263	
Eif5		0.4084888	
Stx4a		0.4082545	
Hormad2		0.40806973	
Mir670		0.4080531	
Hsf5		0.40802783	
Copa		0.4078999	
Trappc1		0.40783727	
Sspn		0.40773848	
Gle1		0.40772378	
Tcp11		0.40770322	
Hspa1b		0.4075071	
Mettl8		0.40734422	
Slc45a2		0.4068885	
Gm38671		0.40686527	
1700026D11Rik		0.4067642	
Syt16		0.40661705	
4930522P08Rik		0.4063246	
1810062G17Rik		0.40601626	
Rnf8		0.4059727	
Opcml		0.4058651	
Ext1		0.4057815	
C230072F16Rik		0.40564668	
Gna13		0.40561274	
Zfp275		0.4055816	
Rab20		0.40541366	
Mir3068		0.4051668	
Mpig6b		0.40515998	
4930449I24Rik		0.4050674	
Zfp9		0.40471652	
Gm32817		0.4045304	
Mir6374		0.40435898	
Crb1		0.40414065	
Ube2e3		0.40399104	
Adora2b		0.4039607	
Morn3		0.40382218	
AW549877		0.403649	
Gcat		0.40360296	
Ankrd46		0.4035853	
Jpx		0.40352863	
Jrkl		0.40351284	
H3c13		0.40346208	
Ebi3		0.4034048	
Mtm1		0.4031775	
Klra9		0.40310124	
Tox		0.40267217	
Parvaos		0.4026341	
Inpp5k		0.4026188	
Emc6		0.40238127	
Esf1		0.4023161	
Slc25a38		0.40226516	
Gpd2		0.4022332	
Gnptg		0.40211368	
Slc1a4		0.40204453	
Tnfaip2		0.40201655	
Gm16222		0.40188384	
Gm2696		0.40180174	
Lgmn		0.40179294	
Dbx2		0.40165195	
Rbm47		0.40149552	
Snrpb		0.40146908	
Xiap		0.40140525	
Cfap299		0.40125048	
Endog		0.40115455	
Lancl2		0.40089482	
Il16		0.40047124	
Dkkl1		0.4003168	
Nptxr		0.4002494	
Gpatch1		0.40004835	
Paip2b		0.39998072	
Dnaaf5		0.39987448	
Emcn		0.39961445	
Ocstamp		0.39958057	
Padi4		0.39955848	
AY074887		0.39938462	
Calcr		0.39928073	
Pde3a		0.39907286	
Zfp74		0.3990439	
Rpl34		0.3990017	
Gm5294		0.39883143	
AW046200		0.39871964	
Efhd2		0.3986381	
Gm15972		0.3984508	
4933405O20Rik		0.39842102	
H2-Eb1		0.39823967	
Spag11b		0.3981641	
Slc25a28		0.39807212	
Tspan4		0.39804852	
1700047M11Rik		0.39802852	
Plk4		0.39797407	
Mup14		0.39790413	
Rnf20		0.3977643	
Atf6		0.39765152	
Mrpl40		0.3976376	
Svs1		0.3976154	
Cby1		0.39750862	
Cd22		0.39735633	
9130015G15Rik		0.39723137	
Cldn10		0.39696544	
Tmem243		0.3967898	
Psme3		0.3966612	
Itgad		0.39635658	
Wdr49		0.3962843	
Clrn2		0.39625263	
Vsig8		0.3962425	
Mcm4		0.3960101	
Mtf2		0.39559534	
Cd160		0.3953558	
Crym		0.39515415	
Zfp382		0.39482358	
Dcdc2c		0.39480063	
Bex4		0.39455572	
Ifitm5		0.39401266	
4930533B01Rik		0.3937289	
Lrrc24		0.393413	
Zc3hav1		0.39324015	
1500004A13Rik		0.3932335	
A830009L08Rik		0.39319897	
Spock3		0.39302164	
Stat5a		0.39300746	
Cyp39a1		0.3929857	
Nubpl		0.39288232	
Gm16897		0.39248857	
Slc35a5		0.3922952	
Mysm1		0.39210838	
Gm12830		0.39209065	
Phf11d		0.39180428	
Ldlrad1		0.39171895	
Gm5771		0.3917036	
Gata2		0.39145866	
Rnf215		0.39144105	
Mrpl17		0.39121282	
6430503K07Rik		0.39111778	
Cnot2		0.39100108	
Nkapd1		0.3909995	
Fam229a		0.390923	
Zfp365		0.39087507	
Mir6907		0.39079407	
Ubox5		0.3904819	
Gmps		0.39011982	
Gm32865		0.39008784	
Lmod2		0.39004418	
Ccng2		0.38995764	
Slc35f6		0.3898497	
Gm9736		0.38964686	
Rev1		0.38951924	
Gm19585		0.3894308	
1700065D16Rik		0.3893471	
2010106E10Rik		0.38924322	
Rnf217		0.38875327	
Copg2		0.38857824	
C330022C24Rik		0.3884744	
Cdk5rap2		0.38841757	
Qsox2		0.38832054	
Card6		0.38757032	
A430088P11Rik		0.387557	
Prr3		0.3875533	
Cldn2		0.38749704	
A330069E16Rik		0.38742548	
Methig1		0.38740078	
Snx14		0.3873244	
Chil1		0.38696182	
2810001G20Rik		0.3868321	
A530040E14Rik		0.3867876	
Cnot9		0.38645262	
Prkcsh		0.3864281	
Zfp626		0.38614976	
Cntn3		0.38567019	
Gm5069		0.38555628	
Cdc7		0.38550216	
Scpep1os		0.38522857	
Zfp217		0.38505942	
Dnajb3		0.38502583	
Gnai2		0.3848381	
Acadm		0.38481396	
Vmn2r39		0.38474563	
Deptor		0.3846041	
Cldn11		0.38460204	
Srprb		0.3845876	
Rnf183		0.38454977	
Fhit		0.38447464	
Zbtb18		0.38422218	
Mir5119		0.38405356	
Ncaph2		0.38403887	
Fut8		0.38401815	
Cfap97		0.38399702	
Mreg		0.38391942	
Rps6kb1		0.3838153	
Sec61a2		0.3834726	
Arhgef28		0.3832937	
Bag4		0.38326347	
Akr1c14		0.38322565	
Gal3st3		0.38291398	
Emd		0.3827972	
Teddm3		0.38276315	
Cse1l		0.3827231	
Ankrd7		0.38266575	
Uap1		0.3823377	
Clec4n		0.38231188	
Pm20d1		0.38229114	
Elob		0.38223064	
Maip1		0.38157266	
Tns1		0.381555	
Adam4		0.3813748	
Zcchc17		0.3808511	
Zfp729b		0.3808017	
Gm14326		0.38024515	
Klf6		0.37990898	
Unc93a		0.37984538	
Apaf1		0.37969914	
Hk3		0.37961605	
Irs3		0.37954712	
Lbx1		0.37950444	
Nanos1		0.3794615	
Rtn1		0.37932754	
Micos10		0.37932009	
Zfp68		0.37925255	
Immp2l		0.37919715	
Ppp1r1c		0.37879005	
Spin2c		0.37866822	
Myo1e		0.37858233	
Crhr2		0.3783033	
Scyl3		0.3782146	
Mir7015		0.37812585	
Cst6		0.37808976	
Rufy1		0.3776902	
Tmed9		0.37755328	
Zfp451		0.37743664	
Mir6971		0.3774207	
Gprc5b		0.3774058	
Ccdc189		0.37720928	
Lmntd1		0.37683934	
Eme1		0.3767791	
Asb1		0.3765279	
Prps1l1		0.37631214	
Gm36117		0.37629527	
Kbtbd8		0.37611377	
Rxfp1		0.37610778	
Kcnj10		0.37603396	
Sult2a2		0.3759979	
Igsf11		0.37598902	
Ms4a18		0.37593323	
H2az1		0.37557343	
Wdr86		0.37539878	
Gm38509		0.3753576	
Zfp977		0.37522578	
Cers2		0.37515095	
Hspb6		0.37495106	
Ccdc149		0.37478468	
Pclaf		0.37469193	
Prss16		0.37466002	
Lrrc25		0.37447885	
Mir3544		0.3744463	
Mir6921		0.37437218	
Pabpc4l		0.3742304	
Sv2b		0.3741185	
Erfl		0.3741022	
Gm1976		0.37408325	
Sfxn2		0.37405095	
Cpeb1		0.37392145	
Clk1		0.3738515	
Slc26a11		0.37369367	
Atp6v1g1		0.3735674	
Psmb10		0.37328628	
Psg23		0.37262765	
B230217O12Rik		0.3725957	
Rell1		0.37235498	
Gfpt1		0.3723206	
Cistr		0.37226713	
Gm25641		0.37199163	
Gm19466		0.37166953	
Zfp109		0.3716121	
Gdpd4		0.37146753	
Spink13		0.37126836	
4930405O22Rik		0.37071118	
Gab2		0.37054494	
Eef2		0.37052524	
H4c3		0.37045997	
Lrrn1		0.37024316	
Ktn1		0.3701131	
B230307C23Rik		0.36995506	
Map3k8		0.36988783	
Banf2		0.36978653	
Atp6v1e2		0.3697482	
9130227L01Rik		0.36958247	
Garnl3		0.36955917	
Nme8		0.3694805	
Acap2		0.36922064	
Fam234a		0.36893803	
Vmn1r5		0.36885887	
Epb41l5		0.36874434	
Nfkbie		0.36873037	
3110045C21Rik		0.36833486	
2010315B03Rik		0.3683346	
Rrnad1		0.36829352	
Btbd10		0.36826372	
Cst10		0.36823788	
Lgals3bp		0.36809334	
Gas2l3		0.36807907	
Fbxl13		0.36800814	
Sat2		0.36758617	
3000002C10Rik		0.36742845	
AA543401		0.3674197	
Cfap298		0.36738428	
Mettl9		0.36732364	
Cdo1		0.36722213	
Zfp148		0.36717176	
Uroc1		0.3671395	
Dolk		0.36704406	
1700012P22Rik		0.3669971	
Arl15		0.36682957	
Aqp11		0.36676672	
Ly6g6e		0.36652908	
Ercc4		0.3665286	
Trpt1		0.36649898	
Lysmd3		0.366486	
Nckap1l		0.36645442	
Zfp383		0.3664519	
Dbr1		0.36639807	
Utp15		0.36618608	
Parg		0.36585864	
Coro2a		0.36574066	
Erg28		0.36540923	
Krt27		0.3653754	
Msx1os		0.3652252	
Ung		0.36502412	
Crtc3		0.36468136	
Toe1		0.36466876	
2610035F20Rik		0.36427942	
Tspan7		0.36407802	
Tsks		0.36370936	
Pgpep1		0.36362588	
Timm9		0.36357835	
Dph2		0.36352673	
Chic1		0.36325103	
Usp37		0.36323252	
Axdnd1		0.3632284	
Lrch2		0.36314768	
Prss35		0.362945	
Kdelr3		0.36291146	
Ubtd1		0.3626841	
Ptgdr2		0.36263385	
Rtn4rl1		0.36244163	
Gm9530		0.36244	
Lpin2		0.36242077	
Fbxw2		0.36234298	
Apbb2		0.3622241	
Tox4		0.36216152	
Rab26		0.36206466	
Alpk2		0.36199677	
H2ac15		0.36178038	
Gask1b		0.3617311	
Suz12		0.3615944	
Gm17455		0.36135444	
Mir344-2		0.3611312	
Mir665		0.36100575	
Amhr2		0.36083564	
Adam8		0.36070463	
4932414N04Rik		0.36044508	
2500002B13Rik		0.36044133	
P2ry13		0.3604249	
Abhd17c		0.3601822	
Krt23		0.35995078	
Gm4868		0.35970998	
Serpine3		0.35970694	
Tfeb		0.35967207	
Slc18a1		0.35961476	
Tmem221		0.35939014	
Snrk		0.3593643	
Oacyl		0.35905728	
Dhrs2		0.35900795	
Arxes2		0.35880566	
Ociad1		0.3586373	
Slc17a2		0.3586259	
Bcas3os2		0.358568	
Gm20744		0.35842717	
H2afy3		0.35836548	
Dis3l		0.35830215	
Gcc2		0.357518	
Pip5kl1		0.35707372	
Islr		0.35701692	
Zfp959		0.3567842	
Gm9958		0.35676208	
Chchd3		0.3566575	
Espn		0.35647786	
Phpt1		0.35639414	
Trim59		0.3563158	
Ccdc150		0.35618216	
Ak7		0.35615504	
H2bc12		0.3559187	
Ush2a		0.3558535	
Fbxw22		0.35573268	
Shmt1		0.35492578	
Padi6		0.35452652	
Slco1a6		0.35451847	
Vmn1r179		0.3544864	
Lamp5		0.35445386	
Nudt12		0.35443592	
Fam187b		0.35435838	
Ampd1		0.3540201	
Unc93b1		0.35388923	
Gcfc2		0.35371095	
Hkdc1		0.35355166	
Hnrnpa1		0.35311025	
Pank1		0.35290042	
Hoxd1		0.35273433	
Gm13277		0.35270318	
Mamdc2		0.3524602	
Teddm1a		0.35238057	
Alox5		0.35215017	
8430430B14Rik		0.3520947	
Mir7046		0.35201627	
Copb1		0.35196906	
Mir7031		0.35170272	
Nepn		0.35162723	
Tapbp		0.3515159	
Bpifa5		0.35148245	
Qtrt2		0.3513641	
Lins1		0.35134834	
Cyp3a13		0.3512499	
Snord68		0.35123426	
Gm14440		0.35109767	
Tmsb15b2		0.3510494	
Mir1b		0.35092378	
Tll2		0.35054493	
Aurka		0.35045654	
Zfp729a		0.350431	
Gm9895		0.35041922	
Lrrc66		0.3503823	
Mir705		0.35035327	
BC049715		0.35029933	
Cilp		0.35020328	
Mid2		0.35006467	
Cnksr3		0.35002762	
Slfn2		0.34947234	
9330179D12Rik		0.34941414	
Mir151		0.3492764	
Eps8l2		0.34923908	
Xrn2		0.34918755	
Sec13		0.34902355	
Bag1		0.34877157	
Ssx2ip		0.34869885	
Gm20098		0.34847257	
Adamts6		0.34847194	
Mir345		0.34793243	
Leng1		0.34787625	
4921507P07Rik		0.34767228	
Med19		0.347628	
Adam32		0.34757224	
Mnat1		0.34716135	
Nf2		0.34706506	
Cracr2b		0.34661594	
Hipk1		0.34659082	
Hs2st1		0.34645724	
1700020G17Rik		0.34623733	
Dnajb4		0.34616408	
Cgnl1		0.34609747	
Mfsd4b2		0.3460391	
Med16		0.34592158	
Alkbh3os1		0.34570476	
Snora34		0.3456978	
Fpr2		0.34560964	
Pcdhb18		0.34557	
Frg1		0.34537202	
Nif3l1		0.34527373	
Dsg3		0.34517935	
Cdc42se1		0.34514704	
Ccdc110		0.34506625	
Atp5md		0.34473217	
2610024D14Rik		0.34463775	
Mirg		0.34411684	
Cpd		0.34399334	
Car6		0.34399298	
H2-Eb2		0.34395933	
Nek1		0.34375492	
Shisal2b		0.3437522	
Tom1l1		0.3433663	
Trim30b		0.34331876	
E130307A14Rik		0.34326798	
Mir376a		0.3430108	
Cacng3		0.342995	
Ascl1		0.34299022	
Ar		0.34298116	
Gabre		0.34289962	
Sesn2		0.34288847	
Calhm1		0.34278756	
Rsad1		0.342736	
Ddx60		0.34222296	
Wdr75		0.3420846	
Lmbr1		0.34203586	
Alkbh6		0.3420267	
Ppp1r2		0.3419524	
Cwc15		0.34193906	
Pappa		0.3418737	
Psap		0.3418172	
Gm13848		0.34176317	
Tpd52l1		0.34175432	
Sftpc		0.34147292	
Pus1		0.3413909	
Acer2		0.3413556	
Ccer1		0.34117115	
Nop58		0.34115407	
Clec4a3		0.34115303	
Sae1		0.34103212	
Olfr1377		0.34086367	
Tmem232		0.3407312	
2410124H12Rik		0.34056386	
Lncppara		0.3404614	
A330035P11Rik		0.34028187	
Mtdh		0.34025398	
Gm33948		0.34001198	
Ssmem1		0.3399146	
Usp1		0.339721	
Ptpmt1		0.3397083	
Pdss2		0.33934402	
Dpep1		0.33924457	
BC039966		0.33916515	
Vmn2r78		0.33907434	
Fn3krp		0.3387451	
Sigirr		0.33866093	
Zhx1		0.33853838	
Anp32a		0.3385156	
Plppr5		0.33807227	
Btbd11		0.33749357	
H2bu2		0.33697125	
Kcne3		0.33677092	
Arg1		0.33676946	
Fut4-ps1		0.3364936	
Galr3		0.33645603	
Gsx2		0.33610448	
Gad1		0.33598587	
Defb1		0.335942	
Gpx4		0.335862	
Zcchc12		0.33581084	
Serpina12		0.33573574	
Ank		0.33572513	
1700067P10Rik		0.33566296	
B430212C06Rik		0.33554566	
Panct2		0.33551008	
AI646519		0.33548197	
Cd200r2		0.33533752	
Sec22b		0.33531037	
Ccdc88a		0.33514255	
Ciao3		0.33509696	
Cd300lf		0.33494848	
Gm29443		0.33488363	
Gm51275		0.33481118	
9130019P16Rik		0.3348055	
Letm1		0.3347604	
Neurod2		0.3344847	
Klf2		0.33442095	
Insyn2a		0.33438772	
Cox7b2		0.3343337	
Tedc2		0.3343017	
Bicc1		0.33409947	
Npy6r		0.33409044	
Napg		0.33396462	
Orc3		0.33388415	
Ccny		0.33383068	
Zfp637		0.33381432	
Pgm2		0.3336058	
Ptpru		0.3335889	
Klk12		0.3334578	
Sln		0.3333403	
Mcoln3		0.33329684	
Ces1g		0.33326697	
Rnf34		0.33323917	
Mir6481		0.33313996	
Ldha		0.33312598	
Zdbf2		0.3330109	
Sh2d7		0.33257148	
Mcu		0.33243728	
Gng3		0.3321817	
Cpa4		0.3321728	
Mc5r		0.3321592	
Phf20		0.33191913	
Rtn4rl2		0.33188653	
C630043F03Rik		0.33159256	
Skor2		0.3314613	
Zfyve19		0.33125225	
Ankib1		0.33119842	
3300005D01Rik		0.33113942	
Dennd2a		0.3309367	
Dnajb6		0.33084682	
Fmnl3		0.3306859	
Zfp143		0.33062562	
Ikbkg		0.3305617	
Ccnd1		0.33044574	
Evc		0.33034658	
N4bp3		0.33020186	
Larp7		0.33013704	
1500015A07Rik		0.33005148	
Gfral		0.3297456	
C230035I16Rik		0.32971114	
Ccdc22		0.3294495	
Cryaa		0.32939804	
Brdt		0.3293654	
Epcam		0.32907614	
Etfrf1		0.32891235	
St6galnac2		0.32875508	
Sf3b1		0.3287353	
Camta1		0.32852262	
Dusp2		0.32830825	
Capn6		0.32811123	
Cavin3		0.32806277	
Ubiad1		0.32797572	
Ankrd33		0.32776535	
Sh3kbp1		0.32764608	
Mup2		0.32761693	
Kif20b		0.32757372	
Mir7674		0.3275002	
Hpcal4		0.32741228	
Gm5141		0.32733238	
Prdm14		0.32719553	
S100g		0.32712558	
Sh2d4a		0.3271191	
Gm13539		0.32710126	
Fam171a1		0.3270986	
Fam177a2		0.32693464	
Fam177a		0.32693464	
Lhb		0.32690555	
Pla2g4c		0.32667914	
Mettl14		0.32667148	
Npb		0.32653198	
Ptgs2os2		0.32645956	
Ifi204		0.32642922	
9030612E09Rik		0.32638267	
Spata17		0.32564437	
Snora68		0.32538673	
Prss32		0.3252722	
Luc7l2		0.32526627	
Txnl4b		0.3252492	
Npsr1		0.3250443	
Dop1a		0.32499668	
Ccl17		0.32493654	
Donson		0.3245054	
Myb		0.3244269	
Wipf2		0.3242977	
Pigf		0.32408825	
Dglucy		0.32386056	
Phkg1		0.32375228	
Copb2		0.32367617	
Gtpbp6		0.32364315	
Gcnt2		0.3236067	
Ptpn14		0.3235576	
Ccdc14		0.3235293	
Abcb11		0.32336795	
Cldn17		0.32334018	
Ak9		0.3233362	
Sp3os		0.32328883	
Trim50		0.32326955	
Zfp91		0.32313582	
Ssxb8		0.32294524	
Cbx1		0.32292974	
B3galt6		0.32249147	
DQ267102		0.32242075	
Dhx15		0.3218294	
4930505A04Rik		0.3216687	
Snora43		0.32141185	
Srek1ip1		0.32137483	
Aldh3a1		0.32083502	
Sucla2		0.3201639	
Golph3l		0.31998926	
Riok1		0.31998554	
Socs3		0.319817	
Fcgrt		0.3191853	
A530010L16Rik		0.3190791	
Gata1		0.31886593	
Prr9		0.31858742	
Eif4b		0.31854603	
Tspan11		0.31845555	
4933432G23Rik		0.31808674	
Zpld1		0.31804228	
Mir302a		0.3179936	
Wfdc5		0.31798977	
Mrpl46		0.31794214	
Gm17733		0.31780672	
Kncn		0.3176744	
Gm6370		0.31756142	
4930412O13Rik		0.31735408	
Tex35		0.31733835	
Slc5a4b		0.31725523	
Afg1l		0.3171224	
Npas3		0.31625327	
Eif4a1		0.3162393	
Rpl39l		0.31613448	
Greb1		0.31611764	
Atp6v1a		0.31609866	
Cxcr6		0.31606686	
Gm12408		0.31592637	
Hoxa1		0.3158509	
Coq10b		0.3158466	
Fam169b		0.315835	
Ttc8		0.31580624	
Ptgr1		0.315758	
Gabarapl2		0.3156838	
Rab39b		0.3155484	
Mapre3		0.3151848	
Psmd11		0.31514928	
Ech1		0.31514245	
Spata31d1b		0.315016	
Tma7		0.31492284	
Tmem161b		0.3148671	
Ttn		0.31476906	
2810025M15Rik		0.3144369	
Adamts15		0.31427288	
Plxnb2		0.3142323	
Gm4951		0.31405577	
Rad18		0.31404054	
Lman2l		0.3140258	
Rhobtb1		0.313819	
Snapc3		0.31315312	
4930545H06Rik		0.31303886	
Snord67		0.31274298	
Klk13		0.31274298	
Fyb2		0.31272316	
Gm16287		0.3126635	
Fasl		0.31264502	
Efhc1		0.31239313	
Il6		0.31233928	
Zfp41		0.3122897	
Tmtc3		0.31222647	
Perp		0.31219003	
Mir299b		0.31201485	
Mir299a		0.31201485	
Gm11468		0.31162962	
St18		0.3116122	
Gm4632		0.3115198	
Slc6a12		0.31132764	
Gm10941		0.31121463	
Alx4		0.31109372	
Mis18a		0.31094578	
Mfsd4b5		0.3109431	
Npy2r		0.310893	
Dpysl3		0.31078607	
Npr2		0.31048062	
Abcc3		0.31031898	
Fmo5		0.3102933	
Mat1a		0.31006214	
4933406G16Rik		0.30992016	
1700011B04Rik		0.30991396	
Cdca4		0.30991113	
1700064M15Rik		0.30990878	
Elane		0.30990252	
AY702102		0.30990252	
1700028M03Rik		0.30990252	
Mir5618		0.30990252	
Mir6380		0.30990252	
Olfr1391		0.30990252	
Ccr1l1		0.30990252	
4930540M03Rik		0.30990252	
A630012P03Rik		0.30990252	
Ifna4		0.30990252	
B930092H01Rik		0.30990252	
Mir6715		0.30990252	
Ifna13		0.30990252	
Olfr564		0.30990252	
Gm8417		0.30990252	
1700029F12Rik		0.30990112	
Gm31108		0.30990112	
Nlrp4c		0.30989543	
Mir6360		0.3098941	
1700084F23Rik		0.30988827	
Krt5		0.30988827	
Gm11780		0.30988133	
2900026A02Rik		0.3098675	
Hgsnat		0.30981427	
Ptpn22		0.3095046	
Zkscan6		0.30949503	
Catsper2		0.30903885	
Slc37a4		0.30891928	
Speer4cos		0.3088354	
Cmtm2b		0.30883053	
Mir7671		0.30883053	
Ssxb9		0.30882815	
Gm6760		0.30882815	
1700065L07Rik		0.30882815	
Klra10		0.30882815	
Hoxb3os		0.30882815	
Gm51265		0.30882815	
Lce3d		0.3088246	
Mir100		0.3088246	
Hoxb3		0.30881834	
Adcy7		0.30880985	
1700001C19Rik		0.3086465	
Vxn		0.30829397	
Zfyve21		0.30812463	
Shroom2		0.30809423	
Slc38a1		0.30728528	
Fetub		0.30717427	
Smyd3		0.30711278	
Oas1a		0.3068455	
2410004P03Rik		0.3067813	
Rnaseh2a		0.30676335	
Lrrc56		0.30666924	
Atl1		0.3066045	
Chac2		0.30638218	
Krt12		0.30629286	
Amer3		0.3058577	
Sst		0.30578193	
Bbs5		0.30544412	
Gm39653		0.30529293	
Rasgrf1		0.30519998	
Spns2		0.30506164	
Nenf		0.30498907	
Ccl25		0.30481818	
Washc5		0.30474666	
Pip5k1a		0.3046635	
Fbxl4		0.30465984	
Cpne6		0.30437207	
Gm17619		0.30414712	
Musk		0.3041076	
Snord32a		0.3040735	
Ano1		0.30391774	
Usp50		0.30387935	
Plagl2		0.30353525	
H2-Ab1		0.30352274	
Spin1		0.30350897	
St8sia1		0.30317733	
Pnpo		0.30297875	
Cthrc1		0.30276495	
Mir145a		0.30244035	
Lrrk1		0.30233228	
4933440J02Rik		0.3023242	
Piga		0.3022933	
Kdm4a		0.30214366	
Ube2s		0.30209193	
Bcs1l		0.3020428	
Mrgbp		0.30203238	
Hars2		0.30178604	
Ipmk		0.3016919	
4921534H16Rik		0.30146414	
Dcc		0.30121747	
