NAME	TITLE	SCORE	
Mir1930		2.7009485	
Ndufaf7		2.6960974	
Was		2.6960182	
Metap2		2.695909	
Ncbp2		2.695815	
Dhps		2.6955283	
Arl11		2.6945956	
Gabrg2		2.6858845	
Nudt4		2.6851356	
Rnf227		2.6815166	
Eif3d		2.6788397	
Ero1l		2.6785228	
Btla		2.6774526	
Ctps2		2.6772664	
Fanca		2.6770165	
Lipo3		2.6765916	
Hat1		2.6765769	
Me1		2.6756356	
Htr3a		2.674156	
Ypel5		2.6736042	
Gpr31b		2.6693997	
Cyp8b1		2.6688757	
Eif4g2		2.6686404	
Tmeff2		2.6682444	
Nts		2.6657474	
Rnaset2b		2.6648889	
Gm6793		2.662535	
Wdr83		2.6611362	
4930523C07Rik		2.6610467	
Slc25a14		2.6600692	
Rer1		2.6572962	
Nat8f6		2.6560974	
Tcp10a		2.6551325	
Nkrf		2.6540031	
Pdcd2l		2.6520095	
Strn3		2.651858	
Mettl15		2.6496222	
Polr2h		2.646663	
Mir8099-2		2.6462755	
Mir8099-1		2.6462755	
Creg2		2.6461399	
Ptdss1		2.6459646	
Bcl6b		2.643856	
Ppp2cb		2.642979	
Nxph1		2.6388667	
Ndufa11b		2.6371336	
Cav2		2.6359246	
Gm6712		2.635496	
Zdhhc2		2.6317263	
Rflna		2.6306438	
Acat3		2.6294096	
9530027J09Rik		2.624913	
Gfap		2.6221128	
Sacm1l		2.6217527	
Zfp119b		2.6214905	
4930506C21Rik		2.6214063	
Zfp950		2.6212444	
Havcr2		2.6191027	
Rnf11		2.6190588	
Bst1		2.6190205	
Gm13363		2.6177163	
2310034O05Rik		2.6156468	
Rabggtb		2.614695	
Serpinb9		2.6129112	
Igfbpl1		2.6117775	
Spem1		2.6115882	
Lgr4		2.6110592	
Trmt1l		2.6101458	
Gm15501		2.61	
Hsbp1		2.6090837	
Fads2		2.6078732	
B230118H07Rik		2.607015	
Snap23		2.6050112	
Bcas3os1		2.604355	
Trf		2.6034338	
Zfp869		2.6030333	
Dpy19l1		2.6000574	
Mzt1		2.5996056	
Mir378b		2.597595	
Rhob		2.5971482	
4930453N24Rik		2.5967908	
AA413626		2.5959806	
Entpd5		2.5955038	
Oat		2.594526	
Akap14		2.5938857	
Creb3		2.591804	
Prdm1		2.590154	
Hsd17b1		2.589364	
Cd101		2.585082	
Rbx1		2.5841289	
Gm4788		2.5825415	
Eapp		2.5814257	
Hpcal1		2.5804286	
Mrps25		2.5799394	
Snora2b		2.5796652	
Sgo1		2.5697336	
Rhoj		2.5693429	
Atp6v1c1		2.568647	
Adprm		2.566988	
Rufy4		2.566109	
Zfp317		2.5632145	
Pik3ip1		2.5631576	
Zbtb6		2.5617032	
9430069I07Rik		2.5615075	
Pkd1l3		2.5604212	
Atp6v1h		2.5602617	
Sptlc2		2.5585058	
Frmpd1		2.5578158	
Ywhaq		2.55765	
Tnfrsf14		2.5562909	
Tsn		2.555648	
Tmem50b		2.5552738	
Ccdc47		2.5552711	
4930562F07Rik		2.5550227	
Amfr		2.5536828	
Fdft1		2.5534682	
Mis12		2.5532863	
Atp6v0a4		2.5509045	
1700029J07Rik		2.5499225	
Wdr45b		2.5491529	
Rin2		2.5491412	
Zfp472		2.546729	
Enpp6		2.5465245	
Glo1		2.5451806	
Tlr12		2.5446053	
Stt3a		2.5441759	
Spata24		2.544158	
Eif2s1		2.543496	
Amigo2		2.5419183	
Serpinb9b		2.54065	
Gm36742		2.5386734	
Mir3069		2.5361238	
Slc1a6		2.5361066	
Arfip1		2.5361004	
Glycam1		2.5329762	
Ugt1a6b		2.532932	
Gsr		2.5304275	
Tspan15		2.5273578	
Haus1		2.5258787	
Nsdhl		2.52521	
Rbm5		2.5244734	
Slc49a4		2.5233727	
Rassf2		2.521893	
Slc30a6		2.5178082	
Cdiptos		2.5164473	
Dalir		2.515871	
Clic1		2.515724	
Gm9962		2.514782	
Myo18b		2.5137224	
Serp1		2.5134954	
Cmklr1		2.5110984	
Gm8179		2.5110314	
Nek6		2.509091	
Cdk3		2.508314	
Tal1		2.5071259	
Pter		2.506812	
Mir7092		2.504087	
