"","genes","logFC","logCPM","F","PValue","FDR"
"4219","ENSMUSG00000078162",0.0614425215111589,7.74132667201772,0.388671029745258,0.536780306195181,0.857900386480437
"4220","ENSMUSG00000104939",0.247371410890918,1.39696476514204,0.332883642884931,0.567420791197234,0.870203852299891
"4221","ENSMUSG00000028266",0.219689055988244,7.60561761832743,3.16698142672196,0.0832635487966852,0.559119155908135
"4222","ENSMUSG00000104969",0.19051898393864,-0.78435012492494,0.0755128152183647,0.784984429002729,0.944030052286741
"4223","ENSMUSG00000040151",0.0715181551712963,5.36532215000909,0.848093352045563,0.362991118731549,0.777250137653827
"4224","ENSMUSG00000037072",-0.0451783658419859,7.1742099176013,0.279091766897004,0.60041620728848,0.884538676176962
"4225","ENSMUSG00000037062",0.0234534316084871,5.79474796646282,0.0884295887244578,0.76782769609152,0.939175911099286
"4226","ENSMUSG00000028256",-0.312507858071628,2.37969806148415,1.7438167533012,0.194675356189179,0.656011257316053
"4227","ENSMUSG00000028197",-0.275516623317315,0.358078686105392,0.301735584233234,0.586059530387075,0.878376299093593
"4228","ENSMUSG00000074182",0.0962659189964304,3.3517845730995,0.406780564928661,0.527491563289428,0.854348556190489
"4229","ENSMUSG00000028195",0.223164154067884,3.18670408439898,0.611448210732577,0.439162694799363,0.814757639173177
"4230","ENSMUSG00000097183",0.16491501443774,0.750282899605666,0.202571800126006,0.655249434058438,0.903625101446645
"4231","ENSMUSG00000028194",0.136153174078937,6.48191303883119,2.04525945537568,0.160977559756573,0.625984509161357
"4232","ENSMUSG00000105388",0.287070074939881,2.62050642707695,2.12335099149203,0.153409424049124,0.617415002520073
"4233","ENSMUSG00000028191",-0.0645395861367469,3.50339106417319,0.322238361998489,0.573655646640852,0.873028400188657
"4234","ENSMUSG00000036873",-0.110521615280037,4.46072981545869,1.43821738338214,0.237966413720288,0.688293890565187
"4235","ENSMUSG00000036863",-0.042974847438532,0.96733554373719,0.0275181000928152,0.869139786131464,0.967506432302514
"4236","ENSMUSG00000043020",-1.15731470136643,-0.112117264082834,3.72177216613976,0.0613163693955304,0.532915416046676
"4237","ENSMUSG00000036832",-0.721926495685352,-0.655341448780154,2.17880232039148,0.14828879461059,0.612173723795132
"4238","ENSMUSG00000036825",0.120817353209177,5.58607092444717,0.964627532803259,0.332331051199983,0.758779215767835
"4239","ENSMUSG00000028189",-0.313108644076904,2.18491975856104,3.38967768771218,0.0735438087811548,0.544539232981668
"4240","ENSMUSG00000028188",-0.0849534608048095,1.09355294449745,0.109415371094743,0.742655672191726,0.933044534285058
"4241","ENSMUSG00000068523",-0.221868562738476,4.09333210465668,1.34287833322632,0.253868368767638,0.703803925522412
"4242","ENSMUSG00000028187",0.00933282152783887,3.23743723660484,0.00555862034860303,0.940964976412376,0.985606341206092
"4243","ENSMUSG00000005034",-0.0400453069222491,8.09581472196447,0.201386482854843,0.656191933148368,0.903744904883445
"4244","ENSMUSG00000070343",0.279975144271283,0.723930865990657,0.660084874478332,0.421668433245488,0.806455686220911
"4245","ENSMUSG00000036745",-0.0514110549032031,6.538652231389,0.331806558441247,0.568045525396793,0.870484008074767
"4246","ENSMUSG00000028184",-0.087673087203694,5.62975193705322,0.669050509216756,0.418560586702726,0.803852880327284
"4247","ENSMUSG00000104786",0.403958264833825,-0.174991648526229,0.959549328522067,0.333590922098354,0.75946705766587
"4248","ENSMUSG00000047676",3.78184719217696,7.43994657665063,25.6895527177659,1.11103070038788e-05,0.216106581532447
"4249","ENSMUSG00000039167",-0.0728451116519587,3.29156870501998,0.211647740248282,0.64814085374533,0.901384136810648
"4250","ENSMUSG00000028036",-0.152305808451978,-0.758904531392135,0.11156600375032,0.740232855617342,0.932525214297367
"4251","ENSMUSG00000039131",-0.397752996640142,1.73523372005051,2.74599195679924,0.105860110117892,0.581498164897804
"4252","ENSMUSG00000105698",-0.37106997486865,-0.0503978760647466,0.737795802780825,0.395836555867982,0.793061394768923
"4253","ENSMUSG00000097293",-0.28329314182908,-0.966984086938538,0.293260577695397,0.591348314523377,0.880634576101832
"4254","ENSMUSG00000028035",-0.153749866445259,5.58470500499332,2.66879563622571,0.11071980176954,0.582473817416643
"4255","ENSMUSG00000028034",-0.110927464266,5.55415270440917,1.25066858264066,0.270552454686455,0.717159416204175
"4256","ENSMUSG00000039103",-0.0261018031060214,4.2976664955291,0.0360628950203635,0.850411999770213,0.963612012555657
"4257","ENSMUSG00000104621",1.53451052857484,0.523863239620456,7.41931093363673,0.00974943906910825,0.457756028450327
"4258","ENSMUSG00000054942",-0.120267877094617,5.70788193310051,1.96484097120303,0.169236429014134,0.633351043700365
"4259","ENSMUSG00000025437",-0.0653606536624648,5.78646797036726,0.582303049914112,0.450194840944156,0.820313285481642
"4260","ENSMUSG00000104822",-0.0518425241633301,2.23260661753026,0.0634568302146134,0.802491742352063,0.950800735496226
"4261","ENSMUSG00000105710",-0.150976594418649,0.727914287754441,0.197012243115244,0.659699303547512,0.904857467861672
"4262","ENSMUSG00000104546",0.504515736091402,-0.0299602545328078,1.03580120107116,0.315334878749669,0.748271163420741
"4263","ENSMUSG00000104548",-0.0945009982958446,5.19246437524197,1.09308696282656,0.302494671181383,0.740005640037772
"4264","ENSMUSG00000039068",-0.178865159153429,4.8108438593348,2.89225464240796,0.0973034177198412,0.572417223443437
"4265","ENSMUSG00000039058",0.230082050604839,5.80032893284194,2.39886644968274,0.129839512129691,0.599246290127726
"4266","ENSMUSG00000097745",0.337392116205178,2.17759876048499,1.37282456742531,0.248732994008257,0.699024157866321
"4267","ENSMUSG00000039047",0.108799404819769,5.92426967010025,2.10036154995968,0.155593055639912,0.618446872071827
"4268","ENSMUSG00000039037",0.226365579261572,5.6853608162103,5.40245272062221,0.0256393972601684,0.473401113483425
"4269","ENSMUSG00000052544",0.173229903545678,3.24052715373223,0.988665418827152,0.326454767193793,0.753836253482131
"4270","ENSMUSG00000038975",-0.120662453008884,5.16829973511715,1.24628950151079,0.271379246390521,0.717667552043269
"4271","ENSMUSG00000062908",-0.0647078133014388,4.88354307320593,0.654815206023423,0.423511566840211,0.807247480409123
"4272","ENSMUSG00000028360",0.183251855815001,2.36537541094678,0.73031238228496,0.398219834774569,0.794682877418708
"4273","ENSMUSG00000096225",0.0350589671536245,3.99222932235472,0.044447795662836,0.834166501294829,0.958742904082746
"4274","ENSMUSG00000093738",0.0621951097343237,1.80424327583322,0.0936317660908032,0.761305752559004,0.937581245601189
"4275","ENSMUSG00000047583",0.00159786465421917,2.91525994657132,0.00013837124750934,0.990677083343628,0.998207889611209
"4276","ENSMUSG00000028199",-0.126127130962578,4.2011064832157,1.22765712358065,0.274933770467794,0.72067070936762
"4277","ENSMUSG00000078161",0.0334514035107737,4.90972443026521,0.0993031136783941,0.754418032213355,0.936161030060992
"4278","ENSMUSG00000053870",-0.135506381875806,3.1530669363959,1.12144946318382,0.296394205395353,0.735446318298892
"4279","ENSMUSG00000085084",-0.0892288178767765,2.79243548678026,0.229406894681883,0.634750844326073,0.897092430074181
"4280","ENSMUSG00000040037",0.119480539790808,6.41349475940931,1.06223516005069,0.309321238380035,0.743158029610927
"4281","ENSMUSG00000028180",-0.408403745477124,6.0067691959324,6.2664955421132,0.0167916273720594,0.468346926544101
"4282","ENSMUSG00000040016",-0.251193400625608,-0.030076828557232,0.311570610303286,0.580042409904991,0.87606176526148
"4283","ENSMUSG00000028179",-0.0654413208005627,1.46173236856393,0.0788516362899158,0.780406380206809,0.942918389277844
"4284","ENSMUSG00000039988",0.0531453011267575,5.50178470251327,0.305931810022495,0.583476752185531,0.877026223083821
"4285","ENSMUSG00000055436",-0.317407208721447,5.99759584853357,2.88895112572238,0.0974877961333972,0.572707678221295
"4286","ENSMUSG00000063052",-0.0544918293562426,5.67850194780238,0.275165172981731,0.602981458014575,0.885243591202467
"4287","ENSMUSG00000104597",-0.14093298785646,5.74159084097053,1.35422392948227,0.251907102669201,0.701963599111429
"4288","ENSMUSG00000028176",0.371222242873873,4.85903852478258,5.21562822243921,0.0281528361174447,0.480396950405367
"4289","ENSMUSG00000028174",-0.752325953898387,0.762491029142998,4.16232711144226,0.0484360875878513,0.513982727589359
"4290","ENSMUSG00000028173",-0.074804203147152,4.13573996029954,0.362827976627885,0.550572462032695,0.863797074189188
"4291","ENSMUSG00000028232",-0.107053664558813,4.17814091751936,0.974234435689288,0.329965380019341,0.757304614366513
"4292","ENSMUSG00000028233",0.010452404664109,3.88413478325879,0.0104922262898415,0.918961039814923,0.980277497957572
"4293","ENSMUSG00000042228",0.358367886128355,2.50276641750816,6.05126501648524,0.018633398602942,0.47015672012166
"4294","ENSMUSG00000028234",0.17161920479802,7.00300675297731,1.9895789075905,0.166643527947791,0.629569162204356
"4295","ENSMUSG00000003282",-0.309897123393883,-0.931314166679506,0.186176614668856,0.668593660265001,0.907984735112828
"4296","ENSMUSG00000042198",-0.270078610323826,4.28241530470327,2.82734686513594,0.100999757120292,0.578722269605952
"4297","ENSMUSG00000068240",-0.284365846680153,5.0854419708261,0.990648179961701,0.325976400788396,0.753639528145757
"4298","ENSMUSG00000045573",0.117371674808946,9.74651696267557,1.30022166409629,0.26141812931524,0.709592763148906
"4299","ENSMUSG00000085996",0.333581184658508,7.45132407915633,5.48907164079616,0.0245576836619274,0.473401113483425
"4300","ENSMUSG00000066324",0.0645772251991293,6.08036718718758,0.621794218675187,0.435348319421315,0.812463405279601
"4301","ENSMUSG00000049119",0.130656542716404,5.71298748205841,1.80689495457013,0.18697363407392,0.64978098202105
"4302","ENSMUSG00000028243",-0.0124995315089065,4.60007932330917,0.0124347751064605,0.911806842314349,0.978189558758833
"4303","ENSMUSG00000028249",-0.0485558079571366,6.54795515539479,0.537737867412894,0.467940806063311,0.828714954644517
"4304","ENSMUSG00000028245",-0.327194144085774,4.41086157678862,4.2609430001197,0.0459814134943959,0.506683045717344
"4305","ENSMUSG00000041272",0.166070050899558,3.77130016852874,1.45258935377922,0.235678973722786,0.687224492636383
"4306","ENSMUSG00000086052",0.197252735945855,1.27543639337045,0.477965117989189,0.493612249289743,0.840151545409064
"4307","ENSMUSG00000041261",-0.107119108246413,2.4717566758448,0.385031060004624,0.538683710403892,0.858354784227583
"4308","ENSMUSG00000047187",0.0226314223837887,7.79170956914319,0.215397494026561,0.645257982039005,0.901138091934946
"4309","ENSMUSG00000041235",-0.149277077698667,3.30644094097615,0.86333762552025,0.358761258151502,0.774502245538831
"4310","ENSMUSG00000041216",0.0307736047885054,5.08102013057092,0.102890601171236,0.750172423788217,0.935061105626747
"4311","ENSMUSG00000028207",0.0397657480797259,6.23887311890693,0.380213416361341,0.541222280540443,0.859755678209445
"4312","ENSMUSG00000085558",-0.171036808230735,1.02455877228389,0.388862377391664,0.536680591437004,0.857900386480437
"4313","ENSMUSG00000066315",0.283987859786927,4.18710782169916,4.44820667529537,0.0416877846866553,0.498992502488407
"4314","ENSMUSG00000059482",-0.0327991898629783,4.49027053976492,0.111002378275646,0.740865281229819,0.932525214297367
"4315","ENSMUSG00000049969",0.114403527264489,2.3930853646644,0.660119526721204,0.421656353766608,0.806455686220911
"4316","ENSMUSG00000050323",-0.143568566339813,2.87820557916953,0.722122442930418,0.400852528722032,0.796702809242777
"4317","ENSMUSG00000028211",-0.27630584194795,2.660968231876,2.8201349564548,0.101420208169488,0.57915665652871
"4318","ENSMUSG00000028212",-0.0310020063014285,2.77154076722318,0.0556106551616782,0.814858877426912,0.954405974879922
"4319","ENSMUSG00000040738",-0.0479474778659988,3.51355559870765,0.146653090087676,0.703921199578082,0.919912070209169
"4320","ENSMUSG00000045205",0.0680521757257027,3.49677009978675,0.239537239661623,0.627397154205197,0.894224690666972
"4321","ENSMUSG00000040720",-0.182348922791387,4.39587993136866,4.01908980775608,0.052262342520326,0.516372622481381
"4322","ENSMUSG00000078773",-0.222935051076437,0.344854280573138,0.640893171832449,0.428440809860305,0.810346382010191
"4323","ENSMUSG00000094595",-0.409823140200343,0.66258642591337,2.09874747590762,0.155747735375506,0.618446872071827
"4324","ENSMUSG00000028214",-0.223492080693809,1.33697478622672,0.509918466847608,0.47960461963569,0.835239453535125
"4325","ENSMUSG00000049225",-0.1460783517951,6.07052708076477,2.63753016691456,0.112760161594688,0.582569070912075
"4326","ENSMUSG00000085614",0.19713746818804,0.459497002156883,0.324396471329177,0.5723806915672,0.872333559626212
"4327","ENSMUSG00000085467",-0.256761869435215,1.1951495768795,0.931883902912629,0.340571018835145,0.763503244401536
"4328","ENSMUSG00000049488",-0.217740518409857,3.0854867841273,1.75541254766768,0.193231220145889,0.655119963947828
"4329","ENSMUSG00000052137",-0.203041363804113,3.31965925821522,1.41623055864422,0.241519883128905,0.691961730567906
"4330","ENSMUSG00000083246",0.554264286904753,0.429322227587667,2.15777640848118,0.150206478607134,0.614440844455807
"4331","ENSMUSG00000081593",0.193293785455803,-0.401967082866067,0.340419130513158,0.563087496773488,0.868664213903057
"4332","ENSMUSG00000046667",-0.00557478765922477,3.08766925926543,0.000908658458354342,0.976112430156481,0.994205593885624
"4333","ENSMUSG00000028218",0.0582193137902985,5.21535673051663,0.540518770837784,0.466800533724012,0.828177491947034
"4334","ENSMUSG00000060989",0.0397682508836223,6.11458951351077,0.264511273490863,0.610061683955279,0.887200733802926
"4335","ENSMUSG00000055963",0.00524739353671945,3.45701045922528,0.00121008887525372,0.972435008075322,0.993165310689057
"4336","ENSMUSG00000006586",0.164542412454869,4.13433300237195,1.5074521680632,0.227195148719798,0.681209291930981
"4337","ENSMUSG00000040550",-0.0482265867902423,4.9712942544857,0.226274622377413,0.637065108560631,0.897092430074181
"4338","ENSMUSG00000028221",0.000413620923725883,4.7485685002264,2.78876297479584e-05,0.995814542983685,0.999486001466728
"4339","ENSMUSG00000086587",-0.0596518654002998,4.1312940040561,0.249820389518871,0.620127862262034,0.892167681128611
"4340","ENSMUSG00000040536",-0.0679759102618738,5.34283113016585,0.453007865012475,0.505045422753254,0.845751468435228
"4341","ENSMUSG00000043252",0.0246102898905414,4.55590346228843,0.0570009153531975,0.812603114704666,0.953630324062417
"4342","ENSMUSG00000028222",0.0113185081234655,6.73809400770738,0.0173349805660908,0.895956664674462,0.974710372818494
"4343","ENSMUSG00000028223",0.0845923520831503,4.15339795375337,0.605708189741274,0.441301520436827,0.816166482880034
"4344","ENSMUSG00000028224",-0.228488149888148,3.21395123383568,3.15249426702841,0.0839441161645585,0.560511247349568
"4345","ENSMUSG00000041153",-0.0435499961635557,3.06487984421444,0.0775086229721729,0.782235042277475,0.943408623833781
"4346","ENSMUSG00000041135",0.0950757490272748,2.17744327501433,0.280029349869479,0.599807112609377,0.884454701447347
"4347","ENSMUSG00000085112",0.279021558015599,-0.643035432041315,0.28662252253475,0.595560526875304,0.882138882748366
"4348","ENSMUSG00000028226",0.0960834555028925,2.50021309433504,0.340202418394699,0.563211212587271,0.868664213903057
"4349","ENSMUSG00000050550",-0.0530912333890754,1.27603842209993,0.0475140318779233,0.828631175943166,0.958288622020202
"4350","ENSMUSG00000028228",-0.196362352631879,2.68564097360032,1.32565650140292,0.256882612628528,0.70669043465016
"4351","ENSMUSG00000028229",0.0657079174237141,3.28357647482567,0.130835634968635,0.719601588678051,0.92491730767017
"4352","ENSMUSG00000078772",0.154085126639209,1.02763014673256,0.249353316789695,0.620453940856012,0.89231789065082
"4353","ENSMUSG00000041058",-0.155431393338186,4.38392489260816,2.2775951543154,0.139652703058564,0.605413403299139
"4354","ENSMUSG00000073988",-0.0746828778615409,1.31556353335624,0.0937475538195009,0.761162875038533,0.937581245601189
"4355","ENSMUSG00000073987",0.0966736479608561,3.23468627682112,0.329090288626176,0.569627069706174,0.87064404627179
"4356","ENSMUSG00000055761",0.409645576152423,1.02558734673255,2.03751840575626,0.161751485616102,0.626432620479457
"4357","ENSMUSG00000028252",-0.0462311759631523,4.35617335175814,0.237856133127854,0.628603949574705,0.894585361183686
"4358","ENSMUSG00000028251",-0.0714121620979529,3.97415925872508,0.499960510600866,0.483897451300528,0.836284540205907
"4359","ENSMUSG00000040455",-0.337933743842024,4.11284041862933,6.90622566671191,0.0123843314788485,0.457756028450327
"4360","ENSMUSG00000028248",-0.561968095954574,5.89731865507127,4.93874428207764,0.032384187838036,0.489056550960899
"4361","ENSMUSG00000028247",-0.261888116574065,3.49021403239606,4.22472070948705,0.0468667607631023,0.509046644679699
"4362","ENSMUSG00000028246",0.19447614140962,3.70518112562229,0.336874636012971,0.565117656209859,0.869147112432828
"4363","ENSMUSG00000040410",-0.0577883199414321,3.46591664821162,0.170888623844715,0.681682600542531,0.911340425895122
"4364","ENSMUSG00000095139",0.0263318210045023,3.85207308214416,0.0447348053141101,0.83364006542645,0.958614380237775
"4365","ENSMUSG00000107859",-0.689472198038731,0.500970278844927,4.94194491162989,0.0323314897126434,0.488640098213386
"4366","ENSMUSG00000081810",0.420366834805744,0.112884190278256,1.60578374053262,0.212914711459017,0.669574714396885
"4367","ENSMUSG00000045751",-0.119831857657257,-0.123650675591533,0.0836618062709961,0.773991423308903,0.941049329590041
"4368","ENSMUSG00000040387",0.101050492380476,3.36514550897214,0.616280273609271,0.437374740712762,0.813055310423186
"4369","ENSMUSG00000087399",0.0467822112391576,-0.5213841272534,0.0133752438531006,0.908547196238491,0.977376019433137
"4370","ENSMUSG00000028261",-0.0483311259322557,4.55305225469047,0.213785565960126,0.64649348259117,0.901384136810648
"4371","ENSMUSG00000046219",-0.235685313991896,0.145288059727263,0.281308111827071,0.598978482590474,0.884339693847498
"4372","ENSMUSG00000040372",0.810809605382176,0.0569229291317197,1.51781619055002,0.225635350991261,0.680333779589369
"4373","ENSMUSG00000085885",-0.0871514575140814,1.70143045690713,0.188411683927017,0.66673419868993,0.907562891674377
"4374","ENSMUSG00000040359",-0.0609303326683574,4.1887892365379,0.317922963639266,0.576222168572372,0.874474266520513
"4375","ENSMUSG00000055373",-0.100955085016114,5.18336702805739,1.22161683774495,0.276098978543815,0.721203773071739
"4376","ENSMUSG00000040520",-0.0210903919281797,3.84966511154374,0.0344926511454935,0.85366580667891,0.96476983357803
"4377","ENSMUSG00000028289",0.0494110765117978,4.95618123960228,0.185749669007844,0.668950366456845,0.907984735112828
"4378","ENSMUSG00000086774",0.523767084590644,-0.498034882183841,1.44951428092407,0.236166082615098,0.687475749422262
"4379","ENSMUSG00000028284",-0.0899794282457464,4.77944098055582,0.555267918697528,0.46082776790368,0.824235486298342
"4380","ENSMUSG00000040270",0.0581068819901613,2.57400226252545,0.116903974286227,0.734329648981821,0.930718116681624
"4381","ENSMUSG00000086150",0.21952359957455,-0.9913798330725,0.093850580762058,0.76103582511234,0.937581245601189
"4382","ENSMUSG00000028282",-0.239780219916444,2.23649176259205,2.37041091767734,0.132068308816781,0.599246290127726
"4383","ENSMUSG00000058006",-0.209583844349729,4.19506311669943,1.18329179016185,0.283643284679442,0.726322476342789
"4384","ENSMUSG00000045854",-0.289149645383625,3.47362269970031,3.24658435093225,0.0796328376683166,0.553806714703919
"4385","ENSMUSG00000040183",0.113911813681554,4.63394704841635,0.668491557646081,0.418753320958251,0.803905531579051
"4386","ENSMUSG00000094344",-0.173572027524997,2.0944683996913,0.834821920471141,0.366731296113955,0.780208544753854
"4387","ENSMUSG00000028278",-0.0167124121666858,6.5550863779631,0.0115371366705362,0.915036668962332,0.978838048908156
"4388","ENSMUSG00000085037",-0.0575533234004214,2.82277426529082,0.105597455286653,0.747022867395643,0.933913754999536
"4389","ENSMUSG00000028277",-0.0153573560451855,5.95321099243478,0.0496825423865629,0.824828754829404,0.95726396838823
"4390","ENSMUSG00000023267",-0.94368431452326,-0.503473360660091,4.04871152227581,0.0514445303729515,0.516372622481381
"4391","ENSMUSG00000054659",1.34621882900643,-0.083186221869692,6.02767909724565,0.0188481234757431,0.47015672012166
"4392","ENSMUSG00000054679",0.0903499613978168,3.92957774961163,0.843399629672255,0.36430769908262,0.778526593589984
"4393","ENSMUSG00000040128",0.172225531726097,5.4858491077511,4.33694338856592,0.0441829487624797,0.502847279148019
"4394","ENSMUSG00000028274",0.0515461544637348,3.93381608423422,0.182165811385944,0.671964023863622,0.908990348993067
"4395","ENSMUSG00000044288",-0.207543307406061,6.37220167690748,2.2263022834397,0.144060999853487,0.609157302629127
"4396","ENSMUSG00000062554",0.497699342782372,3.38157158776253,6.67704387827369,0.0138002140042075,0.459793834280091
"4397","ENSMUSG00000095588",0.225193833811811,2.80161442641196,1.96091822692452,0.169651975651129,0.63372087457185
"4398","ENSMUSG00000028291",0.172933219409636,5.62505531648686,3.85133307647341,0.0571734744105675,0.522700946211562
"4399","ENSMUSG00000040044",-0.105747610792165,4.19646955280866,1.75115368835199,0.193760107420738,0.655562332482305
"4400","ENSMUSG00000028292",-0.232868057723591,3.69969769515202,4.62703148204997,0.0379949893199322,0.493206555157824
"4401","ENSMUSG00000028293",-0.0686800452090362,3.92335011314834,0.411835199212377,0.524951076374488,0.853908223963961
"4402","ENSMUSG00000028294",-0.385838638380987,1.29458875156812,2.49319681530518,0.122755805238627,0.594412285713786
"4403","ENSMUSG00000028295",-0.0989371550494678,3.10716621225638,0.326495152788985,0.571146243925206,0.871393175696597
"4404","ENSMUSG00000039967",0.00475644503021435,3.64978886854141,0.00147685187426239,0.969549257707423,0.991950815300314
"4405","ENSMUSG00000073910",-0.0131493781515213,3.05096584701007,0.0032338518554719,0.954953718367192,0.988419092583149
"4406","ENSMUSG00000028300",-0.0456697272097046,3.95144329464148,0.139277809116902,0.711105735537823,0.922426994868366
"4407","ENSMUSG00000082762",0.0562946884894404,4.86686590403614,0.0605910268050642,0.806909372955054,0.951751398992237
"4408","ENSMUSG00000084828",0.00662768678923927,-0.388356700915737,0.000355074319603609,0.98506612880087,0.997128387033312
"4409","ENSMUSG00000045083",0.276069805183717,3.02106679465207,5.07198063833047,0.0302675048229097,0.48649266501991
"4410","ENSMUSG00000084898",0.136442904522442,0.851976333002917,0.262327508815886,0.611535246916989,0.888099934180762
"4411","ENSMUSG00000080969",-0.264465763450176,0.462081348413325,0.498986259959567,0.484320902021976,0.836284540205907
"4412","ENSMUSG00000028405",0.0689210981642455,4.38054483515702,0.583979933134702,0.449548269563224,0.820047209160112
"4413","ENSMUSG00000040296",-0.0907430740548872,1.53327147182436,0.131500856026238,0.718921025603683,0.924841644917143
"4414","ENSMUSG00000036822",-0.0426254307304225,3.79372673008891,0.178551595036688,0.675039034348496,0.909489375738539
"4415","ENSMUSG00000028407",-0.197773334990134,4.8799162749978,1.12414045391619,0.295823875352461,0.73490708178441
"4416","ENSMUSG00000071014",-0.0720267766874691,5.98842829613527,0.259574779658854,0.613403853051291,0.888099934180762
"4417","ENSMUSG00000046593",-0.474301038390884,2.09426710903851,2.59155785658068,0.115838931114082,0.586623694927062
"4418","ENSMUSG00000028411",0.0295347279897332,4.69856508802943,0.100124628405832,0.753438438257167,0.9358443690201
"4419","ENSMUSG00000028410",-0.0402151044939386,7.63900154294123,0.344196098519154,0.560939785868942,0.868271758998745
"4420","ENSMUSG00000028409",0.0137652216295387,5.40015651186269,0.0501802073257853,0.823968482264969,0.957046711236214
"4421","ENSMUSG00000056412",-0.0403063671998347,3.00423610157744,0.00601874482160064,0.938575018348294,0.984800015206208
"4422","ENSMUSG00000028413",0.19070691065295,2.44814555086342,0.93733803696003,0.339179117091372,0.762966694407804
"4423","ENSMUSG00000081309",0.153866733336552,0.155135274487644,0.197248038563543,0.659509049755255,0.904857467861672
"4424","ENSMUSG00000028416",0.409073293229423,7.20257287676868,9.67779847142526,0.00356038367375174,0.457756028450327
"4425","ENSMUSG00000028419",-0.0792156852798329,5.86126128404371,1.40543434044263,0.24328911443628,0.694368513024696
"4426","ENSMUSG00000028423",-0.0245626717482745,6.24900490386402,0.12573610083435,0.724885083922862,0.926734724955715
"4427","ENSMUSG00000028430",0.174243364463831,7.16880419419276,3.64184533593104,0.0640376458391561,0.533023020953536
"4428","ENSMUSG00000036241",0.294877789113588,6.85591371235724,4.54507900197698,0.039640855709081,0.495468472558515
"4429","ENSMUSG00000028433",0.0398838245365028,5.90377029553348,0.397341249842959,0.532296109855737,0.856397468358954
"4430","ENSMUSG00000028436",0.114291004800057,5.41133633289834,2.8228947383804,0.101259079682507,0.578780593271952
"4431","ENSMUSG00000028437",0.126418788277653,5.27220967175479,2.58105887862275,0.116555490875885,0.588311883091735
"4432","ENSMUSG00000028438",-0.516462337829175,-0.178815071221761,1.16587769442171,0.287159916767956,0.729713416362787
"4433","ENSMUSG00000028443",0.0435118391010621,3.65073750807164,0.109909586547675,0.742096580187508,0.932643314675145
"4434","ENSMUSG00000046312",0.104700261364024,5.12795818732352,1.20538947411133,0.279261154379808,0.723588383444194
"4435","ENSMUSG00000028441",-0.322434260086635,2.46410170119804,2.09687054732043,0.155927832518455,0.618446872071827
"4436","ENSMUSG00000036162",0.0712519196041653,6.54486544857772,0.799509606200745,0.376954786584049,0.785026504694468
"4437","ENSMUSG00000028439",0.130624823012843,8.26279528542146,3.55495123736926,0.067149389309386,0.533983144504034
"4438","ENSMUSG00000087623",0.190320509874607,5.9229474609929,3.00610299307682,0.0911840924420156,0.566394834695144
"4439","ENSMUSG00000061322",0.205954972185284,2.91091623310758,1.10889931772713,0.299073342161503,0.73718348037526
"4440","ENSMUSG00000028445",0.11403950810441,6.00917106017322,1.20170405313858,0.279985855825603,0.724299006220964
"4441","ENSMUSG00000028444",0.298160208378367,6.82680459703746,9.90223899829495,0.00323301526084215,0.457756028450327
"4442","ENSMUSG00000073889",0.147039371105211,5.0106198889999,1.85429711702399,0.181426374959602,0.646326082403773
"4443","ENSMUSG00000036114",-0.0490636147453572,3.62938606788698,0.114310425179678,0.737178591805282,0.931761173302926
"4444","ENSMUSG00000028447",-0.165314072400108,5.76102357131281,0.942210659745287,0.337942241633659,0.761149053475897
"4445","ENSMUSG00000036078",0.0198304933655462,5.76559417166799,0.0347294990170949,0.853170175305297,0.964506983534919
"4446","ENSMUSG00000036073",-0.0646540418390843,5.52838822441965,0.216700165475164,0.644263632336434,0.900623328000877
"4447","ENSMUSG00000073888",-0.100371465083103,6.47898734643814,0.267390705000101,0.608130458309575,0.886934900687056
"4448","ENSMUSG00000085730",-1.00048011848093,1.62736503488307,2.93596521926169,0.0949006348362948,0.568402565202629
"4449","ENSMUSG00000078747",0.514977278882418,1.53435807581463,1.99761276618706,0.16581161384632,0.629515759917983
"4450","ENSMUSG00000078746",-0.142541586194031,1.86916463823696,0.524138853825452,0.473583243969585,0.832402552218505
"4451","ENSMUSG00000082414",-0.0140085906858181,0.400137816075802,0.000907585642946125,0.976126531471307,0.994205593885624
"4452","ENSMUSG00000096256",0.335758896275946,2.61219865609466,1.42831458287719,0.239558719611337,0.689808535182845
"4453","ENSMUSG00000103694",0.743309968527385,-0.673025089039192,1.55357056870408,0.220354998115689,0.676470690427758
"4454","ENSMUSG00000094162",0.0688803955738485,-0.726798191844942,0.00702450569404081,0.933652389831494,0.984000649942738
"4455","ENSMUSG00000073877",-0.356826430971558,4.00932973034637,2.17206279393244,0.148900338520679,0.613363809768758
"4456","ENSMUSG00000073876",0.180397681118985,0.390764795831035,0.208767710409085,0.650376227465133,0.902315834552375
"4457","ENSMUSG00000091542",0.445850110585133,-1.27650769965171,0.242168188936133,0.625519040883045,0.893710214794778
"4458","ENSMUSG00000118433",-0.247709912730289,-0.84505467344585,0.124246761317624,0.726450913464801,0.927311679621004
"4459","ENSMUSG00000094695",-0.14103773162536,3.475461066977,0.342589288734636,0.561851520160605,0.868318007584874
"4460","ENSMUSG00000093996",-0.0631419396639345,2.10303309814047,0.095980478765672,0.758426236628875,0.937581245601189
"4461","ENSMUSG00000095234",-0.185992501970016,3.02517073988038,0.53095644026919,0.470740636048787,0.830284377202119
