"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Xkr4",60.3313915234192,-0.173410281118638,0.211153483588009,-0.821252286118977,0.411502579622254,0.965038664433349
"Gm19938",137.065453641365,0.407749502562913,0.429651654867826,0.949023465738422,0.342608677517254,0.959536639611908
"Gm10568",0.0429676374084893,0.255010685831945,3.02618800586252,0.0842679586786816,0.932843387035122,NA
"Rp1",0.242503930003218,-0.31472189853361,1.90393784989649,-0.165300510492357,0.86870745703262,NA
"Sox17",187.807423864849,-0.183112577777711,0.126545195053441,-1.44701328012005,0.147893204167801,0.959536639611908
"Mrpl15",593.352384900541,0.088395781968538,0.0924969348561411,0.955661742802813,0.339243156753214,0.959536639611908
"Lypla1",223.371854052143,-0.231460972162973,0.103264345921776,-2.24144132320663,0.0249975023241898,0.793261368538859
"Gm19860",0.641475148591869,0.252746401984925,1.5484921098599,0.163220981479713,0.870344446898231,NA
"Tcea1",1068.76683279364,-0.0583975924434195,0.0499623926322694,-1.16883098199949,0.2424717351138,0.959536639611908
"Rgs20",1142.68933994945,0.143715556607933,0.067392219648964,2.13252445692583,0.0329637561300127,0.862374749963059
"Atp6v1h",2775.35233239969,0.064957971553602,0.05072460317349,1.28060088181332,0.200333890124043,0.959536639611908
"Oprk1",217.607680305052,0.0578037377380925,0.144651014715806,0.399608242304132,0.689445084704366,0.983123730192312
"Npbwr1",31.0035068054508,0.357941053661529,0.167186676615126,2.14096637907057,0.0322767494273826,0.860541440620414
"Rb1cc1",748.029829525084,-0.0948432083091415,0.0768032297477901,-1.23488567630023,0.216873055023903,0.959536639611908
"Fam150a",1.76955488005323,0.258580239534027,0.772892646191182,0.334561650713474,0.737955777609609,0.988508959449029
"St18",105.744062717882,-0.226680631684817,0.14237572381197,-1.59212979302697,0.111355544070713,0.959536639611908
"Pcmtd1",1752.75385874259,-0.0540822422843189,0.0645695308930351,-0.837581465070743,0.402265806174882,0.965038664433349
"Sntg1",169.331758784348,-0.122553146573226,0.0928624566760938,-1.31972759455088,0.186925983458965,0.959536639611908
"Rrs1",582.086793181206,0.0690614644271826,0.0600502239090218,1.15006173052432,0.25011844706907,0.959536639611908
"Adhfe1",324.561481703039,0.0741681210097419,0.0765455012071089,0.968941607803514,0.332574324134091,0.959536639611908
"2610203C22Rik",6.67588240125716,-0.655769713328917,0.413821725076531,-1.58466719746925,0.113041968516693,0.959536639611908
"3110035E14Rik",1910.52042940051,-0.225431425735426,0.137289827660848,-1.6420111349569,0.100587696485711,0.959536639611908
"Mybl1",12.1857569289703,-0.0360637613352239,0.338011296814561,-0.106693952761612,0.915031780219476,0.997351050953857
"Vcpip1",416.104884607818,-0.103566497733302,0.102293160845431,-1.01244791809489,0.311323936901366,0.959536639611908
"1700034P13Rik",2.55785309943435,-0.810354788154729,0.613949391206871,-1.31990486473449,0.186866783180946,0.959536639611908
"Sgk3",282.094757851968,-0.0662921119270025,0.0915181662416832,-0.724360142356184,0.468844662806294,0.965038664433349
"Gm6195",0.74399556737005,0.901207254045027,1.03254389968822,0.872802845784235,0.382770548225902,NA
"6030422M02Rik",3.04000435748547,-0.791299158765216,0.517168462519811,-1.53006073670802,0.126001695737651,0.959536639611908
"Snhg6",245.270806613678,-0.0943598426502937,0.147257996182596,-0.640779075475739,0.52166622961146,0.967025259759389
"Snord87",0.466913717561264,-1.37296059355867,1.39187069948934,-0.986413891794972,0.323930050898336,NA
"Gm10567",5.18300040566851,-0.499532898318573,0.398319022521755,-1.25410254111399,0.209804736869522,0.959536639611908
"Tcf24",0.824101646735319,1.11945261593722,1.16474587408186,0.961113184298384,0.336495261243263,NA
"Ppp1r42",9.46479167115496,-0.404482737265533,0.352995887128668,-1.14585679894366,0.251854408965775,0.959536639611908
"Cops5",1491.1386686871,-0.00811524853380867,0.0556482690426729,-0.145831104424571,0.884054720605981,0.995085364619588
"Cspp1",315.76312519953,-0.162071295459513,0.197009259115917,-0.822658265844006,0.410702354544951,0.965038664433349
