"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gnrhr",0.424029926447128,0.274041526856507,2.94852140153267,0.0929420172138003,0.92594962528286,NA
"Gnrh1",60.4465662274595,0.253912310010068,0.241372835687556,1.05195064426696,0.292822194573112,0.804735040930698
"Th",253.491529736545,-0.141616663798801,0.155751849919116,-0.909245468816865,0.36322056808905,0.85027502883841
"Kiss1r",266.435965690748,-0.256198835151759,0.143510864904144,-1.78522257058992,0.074225222333965,0.55407663592312
"Kiss1",5.92303447431807,-0.683196848648586,0.891441169577319,-0.766395890120855,0.443440777506674,NA
