"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Xkr4",57.025189689206,0.185639258479921,0.273389289170787,0.679029010401177,0.497119480669517,0.99995764183859
"Gm19938",157.116906384931,-0.287303818097394,0.754034548101407,-0.381022088206436,0.703186858596788,0.99995764183859
"Gm10568",0.0869948477606287,0.652568638235387,3.16074699792792,0.206460257231341,0.836431406070667,NA
"Rp1",0.170256815625523,0.0754992697730418,3.16074699792792,0.0238865274008127,0.980943120794758,NA
"Sox17",178.040903016969,-0.173143635790481,0.189375068603098,-0.914289494745289,0.360564749155556,0.99995764183859
"Mrpl15",617.849663574585,-0.0527881424238964,0.131046903409126,-0.402818693541296,0.687081608121942,0.99995764183859
"Lypla1",207.751642600604,-0.101533767012157,0.149007481840475,-0.681400462299319,0.495618130433579,0.99995764183859
"Gm19860",0.704093336643404,-0.425331034728277,2.31028247989072,-0.184103475843523,0.853932279759965,0.99995764183859
"Tcea1",1059.52650160173,-0.0242873569503756,0.0743229569579692,-0.326781359951952,0.743833258729497,0.99995764183859
"Rgs20",1214.93870320595,0.201677197459176,0.0993090536328055,2.03080373925298,0.0422749075777734,0.99995764183859
"Atp6v1h",2870.42389684553,0.0190600886443645,0.09567185603864,0.199223569329171,0.842087863293222,0.99995764183859
"Oprk1",224.447479709371,0.233501781437384,0.228000254066778,1.02412947912328,0.305774122208597,0.99995764183859
"Npbwr1",35.1738447815279,0.354683668523488,0.257755729017598,1.37604572311668,0.168807477909786,0.99995764183859
"Rb1cc1",731.714455815685,-0.0577611682710093,0.114648147156579,-0.503812488065097,0.614393151254249,0.99995764183859
"Fam150a",1.9366467957097,-0.201146078502786,1.16149484057277,-0.173178624197413,0.862511025187661,0.99995764183859
"St18",98.670246099867,-0.36200424037932,0.220002497510896,-1.64545514016899,0.0998759864654002,0.99995764183859
"Pcmtd1",1739.77526933582,-0.046204782358782,0.0977405837984407,-0.472728733174593,0.636406724406727,0.99995764183859
"Sntg1",163.883173489602,-0.0779742234818542,0.148938657489027,-0.523532471666055,0.600603760248189,0.99995764183859
"Rrs1",602.759828519228,0.0079226335374414,0.0875102129574196,0.0905338162220718,0.92786302282049,0.99995764183859
"Adhfe1",336.631523496259,0.0710326996849031,0.128923682516106,0.550967039558689,0.581656269490432,0.99995764183859
"2610203C22Rik",5.24587981441864,0.468648893160125,0.664031603112115,0.705762935022534,0.480335575576114,0.99995764183859
"3110035E14Rik",1782.60034312322,0.134653432183835,0.199976203712642,0.673347276745619,0.500726382271244,0.99995764183859
"Mybl1",12.3048694563377,0.612684407817407,0.418237723713188,1.4649190474209,0.142943005412283,0.99995764183859
"Vcpip1",405.694628573443,0.113667165670975,0.125245507714055,0.907554831670979,0.364113467520986,0.99995764183859
"1700034P13Rik",1.85985987631896,1.10851362331444,1.16859845058808,0.948583855092912,0.342832305502737,0.99995764183859
"Sgk3",278.528158802616,-0.102195497323027,0.159846172665725,-0.639336529731873,0.522604029239694,0.99995764183859
"Gm6195",1.01479421704402,1.25518668934595,1.47607230491793,0.850355829564692,0.395127285681919,0.99995764183859
"6030422M02Rik",2.24730803052043,-0.371024836459245,0.958442438798514,-0.387112278672003,0.698673087869848,0.99995764183859
"Snhg6",238.983601090502,-0.0641640606668657,0.188513862662125,-0.340367863459821,0.733579516731737,0.99995764183859
"Snord87",0.215725853631397,1.22964088932401,3.16074699792792,0.389034899069785,0.697250330202754,NA
