"","B2101","B2102","B2103","B2104","B2105","B2111","B2112","B2113","B2114","B2115"
"Olfr1416",0,0,0,0,0,0,0,0,0,0
"Olfr1415",0,0,0,0,0,0,0,0,0,0
"Olfr1414",0,0,0,0,0,0,0,0,0,0
"Olfr1413",0,0,0,0,0,0,0,0,0,0
"Olfr1412",0,0,0,0,0,0,0,0,0,0
"Olfr1411",0,0,0,0,0,0,0,0,0,0
"Olfr1410",0,0,0,0,0,0,0,0,0,0
"Olfr12",0,0,0,0.989076810254018,0,0,0,0,0,0
"Myeov2",1535.4590629751,2103.77094726919,1486.71015724073,1555.81782252957,1522.43747765244,1648.5869637249,1650.44702874017,2255.35271245459,1435.95191884688,1458.57371882497
"Otos",3.47979391042515,1.84703331630307,1.13489324980208,0,1.23374187816243,3.33047871459576,1.85965862393259,2.91766198247683,0,6.20229788302609
"Gpc1",2916.93724541388,3047.60497190006,3487.52695664179,2814.91260198293,3603.76002611247,2791.7737825099,2793.20725314675,3031.45079979343,3987.65498383224,3059.80028895954
"Gm20155",0.869948477606287,0.923516658151533,0,0,0,0,0,0.972553994158943,0,0
"Mir149",2.60984543281886,1.84703331630307,2.26978649960416,8.90169129228616,1.23374187816243,4.1630983932447,0,7.78043195327155,6.60207778780173,10.3371631383768
"Ankmy1",8.69948477606287,4.61758329075766,10.2140392482187,8.90169129228616,4.93496751264974,7.49357710784047,7.43863449573036,3.89021597663577,9.90311668170259,7.23601419686378
"Dusp28",845.589920233311,849.63532549941,529.995147657572,672.572230972732,571.222489589207,661.932644525908,645.301542504609,844.176866929963,365.314970925029,658.477291914603
"Rnpepl1",1210.09833235034,1250.44155513718,1336.90424826685,1238.32416643803,1463.21786750065,1111.54727099634,1258.0590590904,1346.98728191014,1521.7789300883,1235.29099503603
"9430060I03Rik",5.21969086563772,1.84703331630307,6.80935949881248,3.95630724101607,2.46748375632487,3.33047871459576,2.78948793589889,7.78043195327155,7.70242408576868,8.26973051070146
"Capn10",878.64796238235,884.728958509168,618.516821142134,808.075753977532,804.399704561907,738.533654961611,737.354644389272,876.271148737208,750.436175213463,835.242781580847
"Gpr35",11.3093302088817,12.9292332141215,9.07914599841665,9.89076810254018,6.16870939081217,17.4850132516278,17.6667569273596,7.78043195327155,12.1038092776365,5.16858156918841
"Aqp12",0,0,0,2.96723043076205,0,0,0,0,0,0
"Kif1a",29002.3423464384,29153.5738645276,42673.121085808,31558.4737847749,40912.1144217445,30679.5372991775,28810.7612312757,27057.424671496,45852.530582581,32316.0394031936
"Agxt",0,0,0,0,0,0,0,0,0,0
"2310007B03Rik",0.869948477606287,2.7705499744546,1.13489324980208,0.989076810254018,1.23374187816243,9.15881646513835,5.57897587179777,0,1.10034629796695,0
"E030010N08Rik",49.5870632235583,40.6347329586674,22.6978649960416,35.6067651691446,25.9085794414111,98.249122080575,75.3161742692699,57.3806856553777,25.30796485324,40.3149362396696
"Sned1",22.6186604177635,19.3938498211822,74.9029544869373,62.3118390460031,62.9208357862842,40.7983642537981,39.9826604145507,35.011943789722,79.2249334536207,22.741758904429
"Mterfd2",427.144702504687,410.041396219281,383.593918433103,416.401337116941,433.043399235015,507.898003975854,450.967216303653,462.935701219657,305.896270834813,386.609901375293
"Pask",76.5554660293532,60.9520994380012,69.2284882379269,98.9076810254018,33.3110307103857,70.77267268516,80.8951501410677,72.9415495619208,40.7128130247773,48.5846667503711
"Ppp1r7",3158.78292218843,3178.74433735758,3860.90683582668,3285.71316366385,3606.2275098688,2736.82088371907,2873.17257397585,3031.45079979343,3790.69299649616,3266.54355172708
"Ano7",28.7082997610075,36.0171496679098,39.7212637430728,35.6067651691446,12.3374187816243,29.9743084313619,28.8247086709552,29.1766198247683,25.30796485324,26.8766241597797
"Hdlbp",3929.5572733476,3632.19101650998,4163.92333352383,3724.86326741663,4237.90335148796,4021.55304787439,3837.4055704849,3529.39844480281,4545.53055690149,3580.79331113373
"2-Sep",1010.88013097851,1100.83185651663,1156.45622154832,1078.09372317688,867.320540348192,1213.95949147016,1152.98834683821,1051.33086768582,851.668034626423,1025.44658332698
"Farp2",132.232168596156,169.003548441731,242.867155457645,163.197673691913,209.736119287614,160.695597979246,131.105932987248,134.212451193934,214.567528103556,161.259744958678
"Stk25",5725.13093112697,5694.40371416235,5522.39055353692,5834.56410368845,6209.42287279153,5252.99755259617,5532.48440619946,5610.66399230294,6761.62800100693,5823.9577121615
"Bok",1021.31951270978,1006.63315738517,726.331679873332,901.04897414141,1007.96711445871,830.954439291643,819.179623842306,1039.66021975591,664.609163972041,1046.12090960373
"Thap4",689.869142741785,754.513109709802,700.229135127884,610.260391926729,834.009509637806,653.606447739419,619.266321769553,719.689955677618,803.252797515877,739.107164393943
"Atg4b",1654.64200440716,1597.68381860215,1486.71015724073,1500.42952115534,1579.18960404792,1599.46240268462,1620.69249075725,1549.2785126952,1265.398242662,1597.09170487922
"Dtymk",736.846360532525,796.071359326621,485.734310915291,717.080687434163,529.275265731684,633.623575451844,678.775397735396,847.09452891244,441.238865484749,641.937830893201
"Ing5",405.39599056453,386.953479765492,388.133491432312,450.029948665578,372.590047205055,357.193842140396,410.984555889103,398.747137605167,430.235402505079,390.744766630644
"D2hgdh",420.185114683837,362.018529995401,457.361979670238,553.88301374225,520.639072584548,419.640318039066,378.440529970282,382.213719704465,511.661028554634,444.498014950203
"Gal3st2",1.73989695521257,0,3.40467974940624,4.94538405127009,0,0.832619678648941,0,0,18.7058870654382,0
"Gm9994",3.47979391042515,2.7705499744546,1.13489324980208,0,0,6.66095742919153,5.57897587179777,1.94510798831789,6.60207778780173,5.16858156918841
"Gm7889",31.3181451938263,22.1643997956368,0,3.95630724101607,0,20.8154919662235,16.7369276153933,33.0668358014041,53.9169686003808,22.741758904429
"Gm6086",1.73989695521257,0,1.13489324980208,0,2.46748375632487,0,0,0.972553994158943,0,2.06743262767536
"Neu4",260.984543281886,270.590380838399,203.145891714572,235.400280840456,166.555153551929,308.069281100108,236.176645239439,283.985766294411,216.76822069949,317.350908348168
"Pdcd1",6.08963934324401,7.38813326521226,6.80935949881248,1.97815362050804,16.0386444161117,11.6566755010852,3.71931724786518,11.6706479299073,15.4048481715374,9.30344682453914
"4930440C22Rik",0,0,0,0,0,0,0,0,0,0
"Fam174a",1411.926379155,1547.81391906197,1333.49956851744,1271.95277798667,1482.95773755125,1369.65937137751,1273.86615739382,1463.69376120921,1171.86880733481,1313.85343488769
"St8sia4",160.940468357163,177.315198365094,199.741211965166,194.848131620041,178.892572333553,194.000385125203,142.263884730843,170.196948977815,94.6297816251581,190.203801746134
"4930598F16Rik",0,0,0,0,0,0,0,0,0,0
"Gm20207",947.373892113246,967.845457742806,1081.55326706138,923.797740777252,1243.61181318773,953.349532053037,912.162555038936,1049.3857596975,958.401625529217,1030.61516489617
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0
"4930533P14Rik",0,0,4.53957299920832,0,0,0,0,0,0,0
"Slco4c1",0.869948477606287,4.61758329075766,4.53957299920832,4.94538405127009,3.7012256344873,1.66523935729788,5.57897587179777,4.86276997079472,2.20069259593391,2.06743262767536
"Gm5101",28.7082997610075,29.5525330608491,15.8885054972291,33.6286115486366,25.9085794414111,39.9657445751492,39.9826604145507,18.4785258890199,11.0034629796695,35.1463546704812
"Slco6b1",0.869948477606287,0,0,0,0,0,0,0,0,0
"Slco6c1",0.869948477606287,0,0,0,0,0,0,0,0,0
"Gm7133",0,0,0,0,0,0,0,0,0,0
"Gm7135",0,0,0,0,0,0,0,0,0,1.03371631383768
"D1Ertd622e",743.805948353375,804.383009249985,801.234634360269,931.710355259284,900.631571058577,896.73139390491,950.285556829554,742.058697543274,900.083271736969,925.176100884726
"Ppip5k2",337.540009311239,313.995663771521,272.374379952499,365.958419793986,198.632442384152,391.331248965002,349.615821299327,340.39389795563,195.861641038118,343.19381619411
"Gin1",133.972065551368,137.603982064578,93.0612464837706,143.416137486833,90.0631571058577,106.575318867064,125.52695711545,115.733925304914,104.532898306861,129.21453922971
"Pam",3170.09225239731,2884.14252340724,4727.96527867547,3312.4182375407,4100.95800301193,3411.24282342471,3184.66539348456,2826.24190702589,4548.83159579539,3220.02631760438
"B230216N24Rik",45.2373208355269,47.0993495657282,26.1025447454479,51.4319941332089,19.739870050599,48.2919413616386,54.8599294060114,62.2434556261724,13.2041555756035,55.8206809472348
"1810006J02Rik",2.60984543281886,0,0,0,0,0,0.929829311966295,0,0,0
"Slco6d1",0,0,0,0,0,0,0,0,0,0
"Gm20253",77.4254145069595,80.3459492591834,45.3957299920832,70.2244535280352,59.2196101517969,81.5967285075962,83.6846380769666,118.651587287391,59.4187000902155,64.0904114579363
"Cntnap5b",14.7891241193069,12.9292332141215,46.5306232418853,31.6504579281286,41.9472238575228,23.3133510021704,19.5264155512922,5.83532396495366,41.8131593227443,28.9440567874551
"Gm20268",0,0,0,0,0,0,0,0,0,0
"Cdh20",209.657583103115,224.414547930822,275.779059701906,247.269202563504,244.280891876162,302.240943349566,294.755891893316,236.330620580623,238.775146658829,289.440567874551
"Rnf152",190.518716595777,196.709048186277,237.192689208635,215.618744635376,231.943473094538,302.240943349566,247.334596983035,189.648028860994,212.366835507622,221.215291161264
"Gm17634",8.69948477606287,16.6232998467276,2.26978649960416,19.7815362050804,11.1036769034619,17.4850132516278,18.5965862393259,15.5608639065431,12.1038092776365,8.26973051070146
"Pign",180.949283342108,160.691898518367,181.582919968333,205.727976532836,119.672962181756,184.841568660065,173.878081337697,153.663531077113,124.339131670266,146.787716564951
"2310035C23Rik",705.528215338699,684.325843690286,477.790058166676,653.779771577906,518.171588828223,652.77382806077,749.442425444834,661.336716028081,458.84440625222,660.544724542279
"Gm10193",0,0,0,0,0,0,1.85965862393259,0.972553994158943,0,1.03371631383768
"Tnfrsf11a",79.1653114621721,75.7283659684257,110.084645230802,104.842141886926,113.504252790944,100.746981116522,104.140882940225,75.8592115443976,79.2249334536207,82.6973051070146
"Gm7160",10.4393817312754,12.9292332141215,3.40467974940624,10.8798449127942,7.40245126897461,5.82833775054259,11.1579517435955,7.78043195327155,6.60207778780173,4.13486525535073
"Zcchc2",401.046248176498,398.035679663311,426.719861925582,497.505635557771,350.382693398131,478.756315223141,493.739364654103,372.488179762875,355.411854243326,427.9585539288
"LOC626049",11.3093302088817,10.1586832396669,19.2931852466354,10.8798449127942,3.7012256344873,7.49357710784047,4.64914655983148,10.6980939357484,5.50173148983477,3.10114894151305
"Phlpp1",1787.74412148092,1597.68381860215,1857.82024992601,1796.1634874213,1591.52702282954,1914.19264121392,1918.23787058647,1637.78092616366,1638.4156376728,1652.91238582645
"Bcl2",343.629648654483,321.383797036733,431.259434924791,426.292105219482,423.173464209715,427.133895146907,368.212407538653,331.6409120082,399.425706162004,366.969291412377
"D630008O14Rik",0,0,0,0,0,0,0,0,0,0
"Kdsr",684.649451876148,651.079243996831,600.358529145301,815.988368459565,579.858682736344,752.688189498643,649.020859752474,748.866575502386,606.290810179792,841.445079463873
"Vps4b",782.083681368052,765.595309607621,826.202285855915,811.042984408294,757.517513191735,854.267790293814,806.162013474778,701.211429788598,666.809856567974,792.860412713502
"Serpinb5",0.869948477606287,0.923516658151533,2.26978649960416,1.97815362050804,0,2.49785903594682,0,2.91766198247683,1.10034629796695,0
"Serpinb12",0,0.923516658151533,0,0,0,0.832619678648941,0,0,0,2.06743262767536
"Serpinb13",0,0,0,0,0,0,0,0,0,0
"Serpinb3a",0,0,0,0,0,0,0,0,0,0
"Serpinb3d",0,0,0,0,0,0,0,0,0,0
"Serpinb3b",0.869948477606287,0,0,0,0,0,1.85965862393259,0,0,0
"Serpinb3c",0,0,0,0,0,0,0,0,0,0
"Serpinb11",0,0,0,0,0,2.49785903594682,0,0.972553994158943,0,0
"Serpinb7",0,0,0,0,0,0,0,0,0,0
"Serpinb2",2.60984543281886,0.923516658151533,4.53957299920832,7.91261448203214,3.7012256344873,0,0.929829311966295,0.972553994158943,3.30103889390086,2.06743262767536
